"sim1_repl1_input","sim1_repl1_high","sim1_repl1_low","sim1_repl2_input","sim1_repl2_high","sim1_repl2_low"
332,162,403,34,28,1
4,2,3,0,0,0
217,81,209,21,15,24
0,0,0,693,569,404
43,18,181,119,86,63
1482,658,861,153,90,81
749,313,2613,485,324,199
383,173,175,137,115,90
62,29,60,580,399,493
441,194,52,98,66,30
0,0,0,314,250,306
280,111,215,80,61,86
98,44,131,0,0,0
697,281,476,369,247,640
37,10,28,11,6,17
0,0,0,422,319,2
0,0,0,355,280,166
0,0,0,186,137,165
1,3,2,24,20,11
150,85,44,6,8,8
80,40,12,143,123,122
8,5,11,170,154,4
313,126,522,245,191,175
817,381,61,346,260,43
119,46,43,892,652,759
34,21,26,38,33,0
814,411,201,305,229,61
779,310,559,268,225,26
300,126,137,302,207,125
0,0,0,0,0,0
0,0,0,17,9,7
109,55,142,0,0,1
24,17,102,4,3,3
26,10,19,374,255,146
0,0,0,43,42,26
155,64,107,0,0,0
659,298,536,29,16,13
392,190,92,224,152,58
0,0,0,17,8,5
254,91,188,1038,780,468
3,1,1,70,51,56
143,58,237,91,85,14
0,0,0,0,0,0
302,147,270,49,46,12
225,92,12,10,10,2
194,84,368,172,150,71
37,15,47,563,471,245
95,46,26,9,7,3
2,0,10,53,37,9
4,0,0,2,2,0
209,92,186,230,173,25
22,15,29,673,524,288
56,24,41,10,9,18
415,137,273,205,141,194
727,315,202,22,8,13
58,24,39,784,636,277
1297,571,392,1,3,0
253,118,308,0,0,0
786,307,1517,77,54,14
0,0,0,13,7,10
138,55,270,6,9,3
557,242,1225,1283,970,852
78,31,290,127,84,23
311,116,601,117,78,43
15,13,6,0,0,0
39,14,14,102,83,19
246,92,171,616,451,430
106,37,110,48,34,24
0,0,0,139,97,35
4,1,4,40,36,13
465,205,369,9,3,0
3,0,0,463,371,636
404,156,213,123,93,194
221,87,948,0,0,0
265,90,68,0,0,0
0,0,0,43,26,5
456,199,4,26,33,13
39,18,6,9,8,4
652,256,698,952,733,402
721,327,337,533,437,126
139,64,118,0,0,0
483,194,239,0,0,0
33,18,18,96,95,16
352,146,108,131,101,2
186,95,272,35,38,14
29,15,14,390,310,150
4,7,13,466,392,299
172,70,72,55,44,0
715,265,301,28,18,22
899,380,1780,0,0,0
102,33,133,55,43,18
77,30,51,4,3,3
2,0,0,838,614,481
66,23,20,1084,833,127
6,4,0,227,192,16
0,0,0,288,245,66
7,5,4,221,164,31
799,307,754,3,0,1
2,0,0,284,270,261
267,91,655,93,55,17
295,108,191,73,58,20
80,28,105,101,70,62
370,177,150,973,796,594
188,91,75,3,3,4
60,38,89,21,13,29
160,74,135,78,65,33
1438,565,910,128,84,114
325,136,1163,168,104,26
214,117,282,337,287,98
0,0,0,225,157,155
41,17,273,54,42,33
54,24,54,0,0,0
13,3,35,1275,1075,283
25,15,81,716,546,243
0,0,0,205,140,106
144,58,362,111,104,41
1566,704,1061,57,40,11
74,30,101,450,340,138
796,355,760,31,29,12
84,42,119,8,6,4
262,100,136,285,233,10
0,0,0,203,106,299
86,29,16,137,93,43
12,4,4,242,184,68
0,0,0,131,118,61
0,0,0,19,11,4
1,0,2,120,70,182
272,126,120,0,0,0
267,117,441,171,116,25
6,1,15,265,218,206
100,39,43,17,19,2
92,50,101,145,97,14
100,30,145,204,158,278
331,133,101,67,51,51
0,0,0,20,20,4
422,171,1968,844,713,812
62,25,129,4,1,4
387,151,1008,124,81,137
68,32,0,184,137,147
319,120,1468,43,36,21
885,359,1981,286,223,640
102,55,187,273,230,33
275,100,209,188,159,241
377,145,833,361,304,84
0,0,0,13,12,16
0,0,0,1,1,5
1280,462,1206,0,0,0
48,20,170,0,0,0
19,8,75,124,101,70
43,22,20,83,75,23
0,0,0,242,170,45
43,23,36,54,42,116
0,0,0,52,59,8
23,8,30,210,182,93
198,87,213,286,213,103
140,60,49,15,13,16
83,33,0,168,123,41
127,68,254,2,1,0
241,92,55,242,193,56
3,3,3,4,3,3
40,13,165,0,0,0
21,12,41,57,39,7
700,286,170,765,603,339
370,179,176,735,536,933
95,37,199,589,439,350
46,21,5,16,15,2
121,45,38,207,159,50
25,11,18,308,224,201
226,95,124,1,0,1
7,1,1,208,173,39
1701,620,729,216,148,166
0,0,0,192,179,11
11,6,0,180,128,159
60,28,149,187,133,266
0,0,0,347,305,177
18,5,16,10,8,1
78,23,34,460,385,96
537,221,191,78,67,15
720,283,897,453,352,583
1350,615,553,588,454,249
55,20,74,88,75,52
0,0,0,143,99,129
228,90,260,31,34,23
658,299,792,520,404,280
50,23,85,6,8,0
28,13,80,26,32,8
253,95,467,794,608,127
1,0,0,643,526,29
1321,564,1362,225,164,191
587,259,196,54,35,42
0,0,0,29,28,19
42,15,75,3,0,2
92,35,71,91,79,94
35,20,0,79,78,26
126,46,256,16,14,6
809,346,979,570,464,593
383,160,699,8,10,0
19,8,15,289,208,16
65,25,118,0,0,0
254,89,134,41,22,42
289,122,113,0,0,0
169,67,62,11,3,1
0,0,0,13,9,1
535,226,130,319,239,60
32,9,1,5,2,1
11,6,10,203,174,49
40,22,17,0,0,0
145,67,168,1502,1151,1136
365,154,441,58,42,40
537,178,1282,76,53,40
981,409,840,79,48,41
531,214,629,84,54,55
109,34,117,913,717,353
53,19,182,44,28,0
75,33,207,256,203,53
0,0,0,0,0,0
476,213,175,327,234,85
826,366,106,4,2,2
431,172,1487,122,119,75
0,0,0,187,149,179
22,9,0,78,52,11
657,275,432,361,294,16
838,348,569,49,36,14
687,269,2464,128,105,199
3,1,8,27,16,14
577,255,1830,0,0,0
376,151,572,86,47,77
45,12,13,193,151,65
736,288,1447,0,0,0
3,2,0,88,68,5
148,59,186,159,132,83
106,46,318,0,0,0
13,6,11,29,18,17
231,84,129,242,187,89
763,303,401,91,73,75
15,6,3,274,219,205
1259,518,942,15,18,2
186,81,227,0,0,0
142,63,63,16,8,3
529,219,104,114,89,40
0,0,0,175,119,23
37,20,104,0,0,0
955,482,430,516,424,92
187,61,113,411,314,25
615,242,512,147,128,118
37,15,11,326,226,39
935,428,28,0,0,0
91,51,218,104,110,13
97,40,74,26,12,25
44,13,165,66,57,16
105,29,153,0,0,0
206,95,417,302,226,221
0,0,0,305,236,164
212,75,224,166,127,287
484,196,563,63,37,10
1,1,1,7,8,3
210,98,202,79,61,27
236,102,157,957,741,633
243,117,139,7,3,0
70,31,111,696,547,338
166,85,96,172,142,116
239,107,297,11,6,4
173,60,391,202,182,126
79,28,45,0,0,0
38,16,37,348,270,211
0,0,0,0,0,0
592,280,242,22,22,4
57,27,77,506,381,360
334,125,779,4,0,1
333,143,234,258,187,119
557,203,1418,186,136,116
1276,513,4287,266,176,14
30,16,7,519,409,132
480,202,201,110,102,35
132,65,111,11,7,13
133,60,58,179,138,27
3,1,5,0,0,0
222,115,313,0,0,0
230,99,441,0,0,0
1,0,3,159,140,79
839,385,590,395,306,313
2,2,3,20,14,5
738,308,612,10,13,3
189,78,235,5,5,0
237,90,218,47,25,38
89,24,71,107,88,170
261,97,248,650,532,207
1,2,10,596,450,193
25,19,15,8,7,3
19,8,10,221,170,199
140,44,73,98,73,67
0,0,0,52,38,12
0,0,0,271,217,81
60,22,94,68,54,9
9,5,12,62,53,6
59,18,131,135,119,115
540,230,373,14,11,10
131,63,104,58,54,30
89,36,49,7,2,0
89,29,9,28,26,15
281,129,216,208,169,260
7,3,11,77,66,13
0,0,0,399,339,32
5,3,10,92,74,23
0,0,0,136,124,82
12,4,0,917,755,215
306,138,219,76,65,7
72,26,134,151,104,8
12,3,48,72,49,27
175,76,16,31,19,35
83,36,173,88,60,13
824,398,3105,347,265,209
397,169,393,175,138,153
28,10,95,6,6,0
18,7,2,48,43,8
0,0,0,42,23,25
44,18,52,2,3,0
89,37,74,91,61,0
98,24,111,140,104,77
15,4,46,25,19,8
892,373,1276,1032,809,96
26,13,4,270,206,602
42,23,34,252,220,127
910,377,495,78,64,37
0,0,0,0,0,0
5,4,6,733,579,218
446,205,362,1247,936,578
20,9,37,0,0,0
0,0,0,126,92,58
95,43,186,0,0,0
0,0,0,457,319,250
18,4,45,0,0,0
5,2,0,115,84,41
11,3,0,199,154,68
19,7,25,132,105,278
63,21,69,167,117,118
650,268,938,109,95,125
48,11,75,855,722,484
98,32,20,0,0,0
33,16,14,307,234,201
343,143,176,20,14,19
10,5,23,159,124,44
17,8,11,741,597,37
629,286,424,12,16,11
16,8,18,985,776,123
0,0,0,185,146,57
125,50,67,6,5,1
2181,922,1855,67,50,92
263,107,383,822,631,349
80,23,66,319,240,97
212,86,163,0,0,0
786,314,674,316,215,261
113,33,97,211,140,199
91,38,167,22,20,13
597,258,679,354,265,172
0,0,0,888,725,179
203,75,143,64,70,11
261,107,68,10,9,5
107,36,283,277,226,5
0,0,0,357,278,56
38,13,39,38,22,0
12,6,31,401,315,256
185,67,395,400,317,68
43,12,33,456,343,140
53,25,36,0,0,0
137,53,220,12,7,6
0,0,0,0,0,0
121,47,22,718,563,544
114,47,96,566,429,179
0,0,0,362,278,305
159,65,176,189,136,29
530,236,225,33,29,44
164,65,478,0,0,0
66,35,66,201,159,136
69,28,85,73,50,83
90,44,81,204,177,74
483,176,363,27,19,24
363,146,790,127,93,52
0,0,0,6,7,0
46,14,115,214,172,52
0,0,0,797,579,73
197,95,48,21,22,23
10,1,0,160,125,24
301,117,289,960,785,131
0,0,0,68,52,114
0,0,0,0,0,0
71,29,63,17,12,23
42,13,131,74,70,28
534,188,763,54,37,12
501,200,355,9,10,2
83,32,96,10,7,1
704,342,529,221,188,82
1448,599,1070,283,209,180
0,2,0,2,3,0
160,63,12,38,33,9
181,72,182,199,130,39
614,293,571,0,0,0
178,85,134,1449,1027,441
41,13,14,764,593,611
72,30,31,62,52,13
87,35,0,11,7,11
294,136,130,140,111,63
217,84,47,78,62,79
109,42,232,0,0,0
446,201,144,396,292,52
120,38,41,275,204,93
534,228,43,376,303,157
14,5,0,0,0,0
332,168,240,189,132,187
63,16,8,315,250,7
49,13,121,98,85,83
35,17,23,1167,912,1055
397,162,783,0,0,0
115,53,35,121,87,80
0,0,0,92,54,10
228,117,10,416,358,127
0,0,0,327,232,79
0,0,0,95,64,68
21,12,32,336,261,376
117,69,25,412,334,214
5,0,1,765,593,906
8,3,8,851,627,139
5,3,0,72,56,16
285,110,237,48,45,1
0,0,0,65,58,4
7,4,7,0,0,0
0,0,0,289,191,195
809,308,479,50,44,24
0,0,0,792,657,204
78,27,240,0,0,0
117,68,288,274,234,96
436,208,401,219,185,78
930,354,2226,123,133,82
0,0,0,0,0,0
1073,406,2161,181,158,49
445,154,35,163,160,85
1021,452,349,40,27,7
37,19,36,265,212,188
71,33,43,646,505,533
178,72,97,176,139,233
279,120,375,0,0,0
1,2,0,146,124,6
0,0,0,0,0,0
8,3,20,43,36,1
0,0,0,26,20,15
159,66,239,196,117,258
23,7,3,156,136,54
162,79,135,570,407,296
0,0,0,83,57,45
73,28,99,285,226,362
217,75,304,166,158,33
0,0,0,305,267,388
46,23,0,18,9,2
0,0,0,52,45,30
177,60,27,205,150,193
3,2,1,202,201,102
310,111,246,552,455,295
39,13,35,664,473,767
68,38,160,234,173,100
427,184,894,393,281,236
30,15,2,0,0,0
0,0,0,161,128,21
81,28,229,0,0,0
196,58,174,14,12,31
15,9,7,0,0,0
126,49,206,155,120,142
158,69,35,1,1,1
0,0,0,45,30,23
22,8,72,293,256,291
724,329,1343,84,66,64
226,96,237,42,31,39
731,300,1376,210,137,101
183,67,409,56,38,28
25,10,76,149,121,20
33,18,56,575,501,14
62,33,61,503,411,255
23,9,13,147,115,32
10,8,12,137,102,26
96,31,64,41,33,9
0,0,0,215,175,241
38,15,70,59,51,61
50,24,85,65,48,72
245,88,81,147,119,43
48,16,6,317,266,63
620,273,22,1120,867,1108
53,25,156,1126,861,1440
94,42,196,171,135,68
23,12,86,394,271,53
498,216,217,900,655,325
238,92,73,7,2,0
506,238,68,0,0,0
59,28,18,157,126,36
97,41,75,0,0,1
34,7,41,0,0,0
6,3,6,88,95,5
365,157,254,0,1,0
0,0,0,436,337,322
28,3,53,217,184,174
137,60,22,449,314,186
344,131,527,36,33,32
46,19,53,11,9,4
10,5,1,137,123,73
26,12,7,44,31,2
179,63,507,1067,851,630
0,0,0,0,1,0
140,64,214,231,170,314
190,73,463,44,33,5
91,48,0,358,286,159
50,16,164,162,113,15
144,58,8,143,120,37
119,48,116,151,111,125
187,89,128,134,90,182
454,176,33,0,0,0
289,137,140,159,102,44
34,13,42,11,5,6
165,84,70,0,0,0
363,136,143,38,35,9
490,219,621,458,393,185
0,0,0,112,84,60
144,64,122,10,18,1
45,16,0,295,224,127
108,38,187,281,224,196
167,62,321,182,143,69
68,26,84,0,0,0
269,122,682,57,39,86
551,211,468,575,427,269
116,56,40,437,346,65
481,199,525,292,221,3
347,169,291,142,100,24
433,151,369,128,129,152
66,33,11,538,399,93
107,47,106,112,91,105
33,5,3,86,72,33
351,145,77,20,24,23
1056,424,1392,625,438,437
9,6,2,453,328,280
186,71,107,314,227,106
96,59,122,226,154,62
231,94,467,859,687,765
0,0,0,40,40,23
261,117,366,10,14,0
1569,731,546,162,145,6
37,10,9,18,19,2
83,35,84,0,0,0
346,140,592,10,3,8
578,232,670,2,6,1
15,7,1,10,10,8
0,0,0,0,0,0
3,2,2,320,243,109
2,0,0,71,54,17
102,56,42,111,75,100
598,244,30,48,34,26
0,0,0,0,0,0
168,85,298,54,47,67
48,14,25,275,222,142
117,33,64,562,448,341
543,238,147,223,132,65
134,55,226,525,442,199
522,236,239,10,5,6
65,35,71,670,543,178
263,128,130,77,47,0
76,29,18,0,0,0
916,375,632,0,0,0
11,3,0,628,493,180
62,26,136,241,180,169
206,79,346,780,646,12
631,283,968,76,59,19
254,120,218,836,637,295
157,60,100,237,164,287
285,126,220,356,280,222
314,132,256,440,386,33
14,4,3,356,252,122
712,305,988,114,79,31
33,18,83,380,294,123
0,0,0,1454,1101,2203
33,15,68,720,535,494
42,13,45,3,0,0
610,261,260,30,25,14
211,77,145,571,436,334
341,149,469,245,185,13
62,31,22,392,317,411
545,232,1070,26,22,9
71,39,88,0,0,0
8,2,3,9,7,0
398,136,582,242,196,129
177,92,20,176,133,25
58,21,21,31,22,13
0,0,0,4,4,0
198,66,28,306,208,173
3,3,8,102,115,47
39,20,11,116,103,36
407,147,1220,312,265,64
168,74,487,595,448,431
359,158,462,11,12,11
193,88,133,118,98,95
291,135,70,104,69,50
14,5,41,10,2,7
128,65,79,26,27,18
185,60,196,1,0,0
99,43,29,77,55,11
634,271,140,246,204,49
71,30,144,82,77,41
16,8,29,62,32,2
177,66,250,0,0,0
57,38,164,726,559,32
87,29,158,0,0,0
29,10,15,62,56,40
74,37,61,129,104,90
220,93,308,133,133,62
18,7,5,329,236,47
2,0,0,361,259,278
85,33,57,611,464,591
316,140,275,12,7,7
171,73,89,0,0,0
161,69,132,237,194,80
42,24,16,310,243,335
106,47,216,849,696,469
185,92,30,267,206,146
14,12,13,478,357,585
332,135,188,0,0,0
204,76,26,10,9,3
1897,799,1705,261,191,81
1,0,0,304,237,20
100,40,250,23,17,37
1275,509,803,124,115,15
866,366,1193,101,70,67
79,31,76,625,489,407
251,104,52,100,81,37
591,245,832,5,1,1
0,0,0,0,0,0
266,115,247,72,43,23
9,5,8,34,22,43
8,7,10,182,113,130
34,11,27,16,13,4
995,384,3100,254,190,150
27,12,5,163,127,130
298,118,317,116,112,59
149,38,70,140,106,12
13,7,17,61,42,26
243,93,118,349,232,278
122,47,133,0,0,0
173,66,179,505,377,342
1,0,0,0,0,0
134,60,528,0,0,0
0,0,0,28,22,16
452,188,1099,466,403,33
982,433,587,186,123,80
103,44,74,19,10,3
37,10,13,476,396,315
209,78,239,138,115,28
248,130,202,0,0,0
64,27,120,125,114,69
179,78,166,53,50,24
150,70,82,302,185,83
0,0,0,126,126,87
262,103,219,0,0,0
148,67,62,0,0,0
184,79,122,3,1,2
54,19,149,443,310,279
59,28,134,72,53,23
76,28,56,569,478,32
11,12,21,79,75,25
0,1,2,45,42,36
126,38,401,360,312,75
287,126,178,0,0,0
271,112,524,67,54,50
0,0,0,433,402,95
39,10,13,518,388,71
186,78,187,66,43,87
10,6,31,242,186,129
266,116,304,120,90,116
0,0,0,470,364,400
113,55,88,636,448,309
983,391,119,0,0,0
309,138,125,17,11,0
9,0,3,121,128,17
261,116,69,1214,993,95
881,362,2300,495,388,748
0,0,0,692,482,773
40,18,137,318,277,10
0,0,0,220,151,120
568,228,1781,192,154,32
16,5,3,2,1,0
378,180,737,23,28,4
0,0,0,228,188,13
114,38,144,53,48,40
38,14,51,48,51,23
40,12,66,974,826,737
867,348,726,992,729,900
47,16,30,0,0,0
2,3,0,276,209,261
845,316,158,113,82,47
9,3,9,79,67,11
3,1,2,237,195,71
890,388,987,78,73,4
801,325,1292,81,64,53
10,3,6,49,27,22
0,0,0,2906,2300,228
171,80,140,11,9,2
171,64,334,243,228,131
378,128,103,26,19,7
619,294,278,36,22,30
289,134,438,9,12,7
138,52,43,0,0,0
0,0,0,143,111,0
26,11,0,0,2,0
556,235,36,46,37,12
14,6,22,39,24,31
44,22,166,470,433,461
158,81,226,0,0,0
202,99,104,240,192,56
144,39,486,105,72,14
36,9,87,60,66,9
36,17,10,54,29,3
448,196,609,29,23,23
667,221,618,33,23,0
1,0,0,250,176,118
104,51,48,171,140,56
214,89,286,0,0,0
100,42,61,130,114,34
7,5,8,0,0,0
0,0,0,0,0,0
3,1,5,177,121,66
0,0,0,0,0,0
595,289,700,42,37,11
54,18,69,1153,844,1550
71,27,58,7,7,0
7,4,2,2,3,5
83,33,44,778,569,598
42,22,60,176,101,154
52,27,25,254,175,245
1405,608,294,30,25,16
829,339,110,0,0,0
8,0,8,49,51,29
16,4,17,82,47,34
201,75,290,17,15,2
13,6,17,113,90,35
0,0,0,765,581,83
237,96,66,955,677,632
33,17,8,311,250,219
117,39,166,527,389,194
246,117,353,270,183,243
43,18,202,1030,820,366
20,5,21,80,61,78
606,286,1498,96,83,111
18,4,32,4,8,8
32,18,33,144,125,24
406,190,191,7,6,3
0,0,0,1471,1058,811
62,26,17,505,378,607
29,10,24,386,297,224
672,279,254,468,374,483
12,3,15,0,0,0
440,202,380,234,186,58
89,36,7,111,87,63
405,170,565,0,0,0
0,0,0,112,84,68
131,75,27,2,1,1
291,120,394,600,439,281
678,259,1301,145,116,43
901,376,852,181,187,42
3,1,2,118,91,80
858,374,570,1045,848,155
319,130,52,14,8,5
0,1,0,7,1,1
459,186,257,79,74,56
2,0,0,21,15,12
176,73,72,272,229,105
45,19,67,83,76,3
68,22,83,0,0,0
335,143,483,619,487,20
24,6,12,0,0,0
179,76,281,21,10,8
68,28,144,197,157,110
63,33,200,153,131,15
0,0,0,138,124,34
36,18,13,68,49,19
90,28,117,105,71,100
0,0,0,55,41,4
61,20,31,135,124,164
173,45,227,302,220,286
624,245,448,74,55,91
1135,433,923,0,0,0
85,29,181,305,241,117
1009,425,731,689,471,1073
44,23,112,82,57,23
66,33,26,73,57,15
12,6,18,0,0,0
537,211,1076,74,61,46
42,22,61,774,604,318
103,43,9,190,129,112
12,5,9,54,46,6
1,1,9,12,7,7
0,0,0,91,60,22
462,195,1053,186,166,24
392,151,100,139,120,74
318,129,880,0,0,0
69,31,26,0,0,0
560,255,112,28,17,0
0,0,0,488,390,67
832,340,683,35,21,14
1099,444,3239,243,209,36
37,20,20,463,339,296
34,16,147,180,153,9
216,79,140,15,10,1
403,179,728,52,41,25
187,100,88,71,63,43
100,38,279,0,0,0
0,0,0,0,0,0
0,0,0,12,8,10
146,79,394,84,52,8
675,265,614,79,84,49
0,1,0,142,106,14
432,171,485,14,8,0
232,90,325,0,0,0
341,131,59,0,0,0
462,214,1270,92,49,142
1217,473,551,97,92,59
249,106,398,182,127,17
223,84,122,0,0,0
299,123,127,429,350,168
0,0,0,132,104,50
0,0,0,318,246,56
16,3,10,283,220,128
504,231,630,359,274,56
200,71,63,1,2,0
0,0,0,229,194,31
97,43,341,68,30,18
2,2,4,232,153,153
17,11,2,161,108,89
776,314,465,0,0,0
74,17,32,48,25,20
337,115,121,509,450,31
645,298,418,0,0,0
1244,552,1019,176,113,14
1538,640,1273,42,31,0
934,386,286,220,159,72
417,157,790,3,4,1
0,0,0,617,546,289
0,0,3,167,130,58
42,24,35,390,313,125
150,57,644,40,31,27
161,64,72,26,19,11
0,0,0,0,0,0
1,1,4,1118,849,132
58,20,10,102,75,95
0,0,0,127,81,68
88,50,13,0,0,0
0,0,0,6,5,3
17,8,7,1418,1220,685
59,13,38,124,84,27
27,7,52,6,5,2
70,24,181,56,32,16
336,138,63,9,11,1
161,82,33,27,24,8
178,88,23,389,341,42
177,94,165,26,19,21
894,340,911,11,4,13
3,0,8,18,24,3
2,1,6,0,0,0
592,221,280,361,279,575
182,77,206,0,0,0
171,65,606,0,0,0
23,9,19,471,386,11
166,70,96,0,0,0
0,0,0,43,28,12
21,15,19,1,4,3
94,36,36,42,30,11
301,112,36,321,268,393
415,186,858,13,9,1
634,227,2348,58,42,18
0,0,0,52,34,38
734,262,2718,262,183,285
207,87,211,874,693,458
59,30,21,276,196,173
0,0,0,24,21,0
286,119,363,57,37,18
23,9,16,84,56,37
1051,396,1093,227,214,75
1739,717,1069,912,790,115
190,79,34,122,91,4
0,0,0,15,13,8
21,6,8,28,16,22
58,26,37,261,225,36
789,323,262,0,0,0
0,0,0,8,6,3
26,8,0,479,409,73
17,7,77,574,514,123
29,12,8,28,39,12
0,0,0,239,169,105
228,111,263,79,53,28
10,5,0,438,320,128
318,141,122,0,0,0
389,148,128,119,101,55
9,0,5,96,79,145
300,136,74,201,134,20
6,1,17,2,2,1
45,20,18,48,48,10
0,0,0,68,47,33
326,143,138,486,361,101
2,1,0,310,275,140
27,7,8,71,55,43
60,14,78,96,76,7
44,17,36,60,55,63
215,84,236,379,284,85
119,48,110,129,104,33
24,6,21,64,55,118
931,403,711,52,29,15
12,3,7,24,15,4
158,83,162,174,178,15
162,72,668,55,36,46
6,2,6,0,0,0
53,32,205,80,54,13
238,90,146,171,116,217
201,83,21,0,0,0
0,0,0,1275,960,1285
627,219,905,721,597,46
101,47,80,0,0,0
151,71,197,35,16,30
51,25,102,0,0,0
70,33,268,137,117,55
108,48,59,155,107,62
0,0,0,214,153,145
53,21,59,0,0,0
145,73,128,0,0,0
1003,402,680,135,88,228
116,57,81,0,0,0
75,35,119,405,325,312
0,0,0,1193,944,1193
22,6,3,155,114,28
20,12,0,87,62,45
175,76,52,250,195,109
0,0,0,48,41,6
146,54,185,605,459,519
644,236,2320,2,1,6
674,267,1048,58,35,11
81,39,142,353,272,63
330,134,296,193,160,70
217,92,67,141,125,63
115,58,149,1369,1041,933
239,107,310,321,234,185
35,14,2,335,301,35
8,6,1,279,238,67
329,124,184,9,2,1
376,169,1327,63,45,0
714,266,2359,0,0,0
0,0,0,250,165,102
1313,497,2100,6,1,2
0,0,0,204,182,131
0,0,0,88,69,37
125,61,154,72,78,44
243,87,639,141,125,17
68,34,60,0,0,0
68,35,43,930,738,831
40,23,46,604,471,152
157,59,245,0,0,0
555,223,324,266,209,63
358,149,134,0,0,0
149,70,93,814,702,165
92,35,57,17,16,1
9,10,0,204,178,101
40,16,5,685,541,171
697,306,584,139,91,9
342,135,455,0,0,0
0,0,0,5,16,1
11,4,11,159,127,62
192,72,17,619,533,120
156,67,449,25,29,18
0,0,0,119,95,99
118,27,218,14,10,2
33,9,29,385,308,171
75,20,65,52,28,39
3,2,0,77,77,23
25,7,7,95,78,34
300,131,462,38,41,8
0,0,0,229,184,86
427,175,652,251,181,94
6,7,10,680,543,147
431,167,328,78,63,26
612,264,630,583,437,337
137,48,481,0,0,0
84,38,116,47,40,41
63,35,223,25,27,24
327,117,63,0,0,0
28,24,30,4,4,0
42,17,39,196,165,52
43,15,54,481,379,239
557,265,520,39,53,53
16,13,10,146,103,28
16,5,8,159,118,55
0,0,0,37,34,6
2022,867,458,0,0,0
0,0,0,0,0,0
1667,728,1286,202,148,106
506,222,664,238,177,103
108,55,388,0,0,0
618,254,323,283,240,166
3,3,18,110,88,74
0,0,0,17,24,1
425,183,124,437,330,87
50,21,58,173,125,80
818,306,2855,0,0,0
0,0,0,314,237,89
147,69,148,218,129,233
132,55,85,9,9,5
0,0,0,287,223,204
155,82,269,273,189,112
153,73,99,52,38,50
8,2,8,0,0,0
814,363,402,417,383,26
351,150,190,799,640,103
97,25,138,144,115,64
918,393,1815,0,0,0
466,177,581,50,42,4
51,32,38,133,97,159
27,8,8,250,212,147
91,47,68,606,478,296
258,85,149,6,15,1
69,27,36,133,82,5
87,41,98,90,77,65
104,37,78,159,131,9
247,129,463,131,88,6
45,14,32,233,185,86
133,59,49,36,20,33
0,0,0,0,0,0
778,366,470,25,20,27
214,100,118,229,188,152
142,56,61,117,99,174
0,0,0,26,31,10
365,155,871,343,279,123
211,76,202,575,428,737
415,196,47,2,1,1
242,99,335,59,46,10
20,5,17,78,67,29
0,0,0,2,2,0
188,65,281,91,80,12
449,169,967,95,63,126
131,67,266,439,351,208
43,13,14,0,0,0
375,164,275,0,0,0
31,10,103,1396,1144,422
83,50,8,14,11,3
259,122,162,116,101,94
0,0,0,62,48,2
124,62,102,142,99,4
218,68,230,212,167,6
138,60,469,233,175,25
93,26,182,358,271,266
99,41,6,22,10,23
19,5,19,65,53,14
125,49,39,68,78,53
426,186,86,24,11,7
853,310,1262,0,0,0
0,0,0,4,1,2
168,68,105,0,0,0
82,33,5,1806,1456,1372
39,10,15,884,691,489
84,28,95,290,225,126
51,22,142,277,228,70
2,2,2,196,160,46
142,41,90,17,11,10
152,69,60,26,28,0
0,0,0,182,121,85
12,6,12,0,0,0
45,21,58,72,70,43
70,27,104,992,789,194
4,3,3,0,0,0
347,144,82,153,93,78
38,23,153,37,36,2
0,0,0,23,19,3
367,150,417,2,2,9
238,112,409,387,315,135
36,17,4,0,0,0
114,41,161,841,619,432
22,7,50,0,0,0
0,0,0,451,345,242
48,28,141,36,33,26
14,8,22,24,23,21
589,250,351,10,3,2
120,62,219,0,0,0
28,7,11,24,30,57
20,9,46,483,368,138
50,25,53,19,18,2
10,3,15,3,2,2
127,49,51,627,519,131
0,0,0,293,258,181
19,13,19,22,23,19
335,133,102,0,0,0
0,0,0,0,0,0
98,41,25,288,224,135
23,13,17,68,52,18
1,1,0,0,0,0
104,35,96,777,592,283
168,82,71,201,186,149
120,32,102,178,111,17
35,12,79,7,10,8
0,0,0,6,3,0
178,76,347,306,269,108
598,252,162,1001,736,221
79,38,157,115,111,237
29,10,11,65,59,2
262,97,446,1254,1004,489
43,11,69,870,640,280
20,5,78,99,90,58
352,144,658,241,173,120
70,35,2,565,462,378
60,23,89,478,338,225
12,5,21,683,527,339
230,105,453,64,47,12
88,38,21,414,278,426
166,67,223,415,330,237
260,93,991,880,717,1042
159,62,39,715,558,62
37,10,36,449,297,153
323,135,85,656,430,2071
23,9,24,335,264,50
340,165,124,227,154,27
0,0,0,39,26,1
131,51,405,0,0,0
18,3,6,676,566,116
16,11,0,0,0,0
117,48,71,87,88,48
0,0,0,129,96,193
432,216,98,87,70,87
1575,581,6580,10,6,2
648,285,830,202,120,56
85,44,132,69,46,189
814,349,325,906,667,116
460,197,181,27,24,54
251,93,892,741,658,216
9,3,5,144,96,9
540,191,668,0,0,0
377,163,299,162,116,43
493,211,111,623,458,638
902,356,1771,40,31,17
1533,696,1414,2,0,5
164,82,169,384,278,184
12,3,11,199,136,115
0,1,0,408,322,134
0,0,0,314,240,145
265,101,419,506,397,77
1,1,0,641,449,591
154,70,198,117,91,9
139,48,83,130,79,35
198,68,651,20,15,1
123,57,94,0,0,0
56,30,37,202,143,268
32,19,117,24,30,5
180,82,246,540,410,273
