"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
150,194,209,244
299,118,522,457
192,315,214,611
222,419,238,431
590,661,545,1332
237,216,350,480
169,217,227,153
286,546,386,325
438,495,431,433
517,327,650,880
135,137,232,165
380,650,353,382
203,350,175,176
240,114,207,81
341,343,474,697
551,457,624,496
231,208,378,378
102,105,167,187
139,164,153,98
309,448,366,277
240,305,345,345
454,990,529,660
194,309,251,298
388,411,419,139
407,425,431,292
255,551,296,667
789,394,1095,1427
751,169,872,909
424,413,525,495
376,515,566,408
221,250,308,436
549,878,746,789
614,897,759,869
620,785,784,872
298,351,345,429
212,55,228,313
137,152,221,116
277,303,419,722
322,346,373,306
142,192,146,167
402,351,430,425
73,68,157,78
20,48,16,31
223,422,291,686
217,81,386,570
444,453,533,813
131,120,161,125
324,322,350,258
157,180,292,201
227,242,312,463
345,878,447,422
786,1470,1032,1980
118,225,117,74
830,963,1093,1971
672,314,807,370
341,730,400,99
445,359,651,160
360,401,593,273
187,369,323,302
198,180,174,133
182,66,139,70
456,403,511,714
360,301,377,221
48,41,50,37
210,219,330,494
219,370,246,378
300,328,393,433
274,203,306,297
126,155,87,99
498,292,546,357
880,661,807,909
443,165,553,354
466,475,407,305
962,796,979,1331
417,136,447,313
86,87,133,310
233,456,213,87
347,664,477,472
635,766,974,618
444,604,542,455
334,508,357,361
310,281,387,740
686,1047,778,1021
282,503,458,345
709,575,831,1031
793,728,842,646
148,136,152,131
191,348,234,305
105,32,230,281
812,778,815,686
355,838,370,585
892,971,1066,759
550,653,921,944
107,64,271,362
771,1966,928,578
24,49,21,12
377,292,448,509
308,240,238,473
562,384,655,688
34,68,58,33
408,591,398,352
605,737,721,852
321,389,273,278
67,46,129,219
404,235,579,916
222,236,230,394
392,518,446,502
96,123,155,135
371,916,543,828
37,32,67,132
243,208,192,188
80,55,135,64
101,206,49,52
577,742,727,689
522,1038,667,1396
527,295,684,366
471,282,417,339
288,396,333,266
434,114,497,539
257,185,367,651
527,569,541,715
412,445,487,476
405,220,571,997
133,85,131,121
320,524,296,250
1075,1181,1112,837
146,65,104,175
156,103,280,381
355,1116,472,766
284,418,286,166
188,186,257,239
9,31,63,28
320,308,303,240
302,280,389,681
450,388,554,836
207,348,291,88
552,1129,698,1069
449,840,659,851
235,236,352,434
436,317,599,939
383,497,362,714
405,526,500,250
543,694,650,1729
270,258,370,293
284,511,313,169
293,178,412,522
70,32,50,17
495,204,509,1288
160,310,245,213
177,342,251,126
181,212,186,226
282,344,487,642
700,643,626,533
230,496,266,393
262,153,340,275
262,227,449,434
155,138,135,132
334,266,419,802
280,278,366,204
63,153,87,52
263,278,431,343
282,382,217,251
325,548,487,935
64,59,144,85
112,50,135,233
507,513,581,616
69,44,134,89
461,658,514,435
43,67,83,36
220,52,241,126
441,722,639,211
331,460,679,822
284,187,340,467
69,23,74,102
172,117,304,529
89,76,96,135
166,97,149,83
141,88,153,170
302,470,275,270
940,399,1146,2208
375,438,569,482
107,324,130,182
1205,1516,1253,2339
260,183,369,394
175,193,314,429
308,218,419,219
444,282,458,834
115,18,151,176
659,775,695,565
173,235,215,287
620,806,639,688
515,281,591,305
327,705,490,968
275,553,424,224
184,163,294,282
388,316,519,604
255,306,317,213
155,255,181,188
313,337,364,344
48,24,85,124
297,460,392,498
380,449,491,780
1073,951,1507,517
341,326,414,358
190,109,243,160
432,596,466,450
356,303,415,229
73,28,110,54
398,146,341,364
299,191,342,172
627,478,676,632
668,479,875,434
87,35,156,119
78,74,36,14
199,339,370,683
230,182,268,355
80,74,246,247
219,406,195,143
643,987,714,583
475,599,591,465
64,103,74,134
71,104,75,67
367,515,379,483
178,185,218,103
65,83,70,125
235,246,223,317
595,629,681,708
392,134,589,569
211,496,330,419
346,1275,484,667
337,158,427,485
205,281,308,297
514,446,673,390
132,63,155,115
438,331,475,650
433,555,483,671
664,1422,574,980
62,199,114,268
581,935,683,657
503,449,556,518
459,701,451,586
476,311,556,176
448,224,483,567
132,89,154,204
172,181,252,387
260,124,281,242
322,220,511,577
39,52,54,64
493,358,552,313
759,1192,958,828
143,127,212,311
610,719,791,584
365,268,486,1542
442,264,480,682
593,608,812,397
318,169,647,353
425,199,490,851
818,1078,999,2094
267,245,401,650
103,131,200,109
860,863,1205,1353
418,753,625,616
337,268,442,358
299,376,331,366
337,601,293,272
175,166,151,155
1061,899,1367,1116
131,151,169,164
361,895,546,492
330,113,316,257
187,270,269,342
73,20,194,160
245,98,262,432
523,361,412,265
649,531,891,280
521,190,648,997
212,419,162,293
340,355,317,231
18,17,89,69
113,291,121,132
308,350,198,374
55,46,41,3
294,390,250,158
121,112,106,210
266,560,324,54
234,376,413,131
78,52,104,183
184,303,168,138
603,1023,720,787
685,1534,996,1111
69,43,53,45
454,818,587,376
388,368,334,198
199,86,77,51
315,422,336,302
124,143,95,103
60,64,52,24
474,608,505,830
279,158,246,312
142,185,105,143
240,385,253,21
203,224,290,583
236,409,241,361
289,448,322,457
544,808,707,543
626,1189,772,735
629,787,911,1054
52,63,120,200
283,724,347,829
795,1135,960,434
285,207,358,127
167,336,249,345
114,84,189,170
457,1103,709,182
67,36,105,46
89,135,131,176
408,280,584,776
146,98,199,231
134,307,170,192
205,570,141,222
235,621,329,458
334,321,380,171
606,1178,720,494
703,888,922,914
224,582,289,233
733,536,965,1462
311,446,390,413
392,249,438,568
178,445,191,224
206,208,273,239
725,831,920,1596
218,266,347,133
710,721,776,513
468,102,546,505
239,25,191,192
369,513,403,299
227,354,206,226
181,450,211,153
950,1761,1006,1003
141,178,242,96
114,94,149,139
435,640,591,262
405,324,619,535
416,341,555,741
388,417,437,473
174,164,257,141
135,150,266,106
297,478,432,696
457,323,507,310
595,898,608,434
231,584,269,455
269,378,357,370
504,1034,631,377
297,106,313,516
591,517,657,918
405,363,382,750
351,286,415,440
255,234,371,243
116,87,94,6
521,796,590,509
404,455,521,445
774,1724,1061,1117
903,581,1010,1468
562,359,687,383
974,1218,1095,1186
488,837,576,532
197,114,269,69
274,289,394,478
256,480,234,273
308,642,276,189
165,204,271,272
461,311,532,572
848,357,895,830
624,316,997,1413
442,611,554,1110
745,1261,1011,960
140,56,158,75
437,291,515,337
254,149,340,115
446,694,372,188
930,1476,1192,2672
710,699,714,862
286,501,306,209
351,422,446,522
360,391,337,231
1083,1294,1091,1787
472,244,562,714
385,361,462,127
633,548,690,581
136,224,103,47
405,439,508,827
433,648,498,480
149,184,210,194
734,807,861,764
724,955,867,1253
410,281,530,235
362,690,462,169
576,1004,740,446
245,201,255,145
758,1915,930,1386
231,572,401,381
367,364,601,185
376,535,592,277
281,113,350,212
206,161,262,472
640,1572,882,919
208,280,170,242
107,97,167,234
950,2372,986,1354
1467,2192,1797,1080
484,421,649,410
365,505,449,256
135,227,114,63
818,1093,963,936
594,798,745,1395
263,397,418,518
1084,1646,1247,1016
331,268,482,254
116,128,121,134
360,193,319,377
731,1230,941,949
215,89,325,387
424,556,517,558
320,572,346,429
494,463,539,451
443,339,479,373
353,425,436,602
572,607,641,1100
284,158,300,438
477,161,576,533
1015,1474,1044,1345
862,1832,930,809
217,271,320,427
62,68,104,62
175,131,181,236
515,655,480,337
401,386,457,381
97,98,123,88
478,587,746,1354
249,377,315,82
252,123,294,317
384,442,480,309
434,276,427,236
396,551,499,599
277,253,295,213
471,441,583,657
550,306,732,799
356,428,398,110
380,281,448,729
418,223,758,521
433,526,491,462
135,202,205,113
362,307,539,516
821,1090,950,788
875,835,1015,512
214,390,365,559
860,1184,1149,683
761,1347,780,1388
618,607,606,865
491,600,575,689
275,428,324,341
285,264,487,768
345,189,456,432
642,568,759,1149
1125,1747,1382,2190
489,620,658,855
278,638,360,169
686,1543,874,1447
534,683,818,911
193,251,302,251
374,216,414,249
433,359,353,186
41,125,99,105
301,222,543,476
533,197,612,851
284,246,315,374
706,524,732,1483
215,328,304,325
241,186,295,270
282,528,239,191
463,185,445,374
171,256,223,300
462,713,415,203
411,423,459,219
380,314,458,616
340,158,537,555
344,589,423,447
212,163,338,327
567,331,713,858
250,293,263,268
222,284,250,39
499,760,711,395
318,423,398,350
480,340,736,1034
255,209,306,538
196,118,231,279
240,256,336,314
349,570,331,106
336,388,428,718
380,423,612,383
535,1072,648,893
350,450,314,251
427,960,364,406
498,569,582,1012
564,1470,644,994
400,505,572,677
78,94,74,83
487,523,751,899
722,708,804,667
144,122,164,94
300,404,482,493
165,502,175,99
245,305,313,375
146,126,112,164
417,722,547,765
253,308,210,205
149,138,205,368
542,528,479,245
486,899,426,395
482,715,477,305
572,1728,675,527
278,354,368,276
578,602,684,251
572,841,796,614
217,275,206,114
224,152,351,794
131,136,294,319
323,238,343,338
633,634,858,643
186,107,211,145
142,217,218,92
485,720,569,549
334,415,481,499
448,469,551,318
38,73,78,51
173,93,253,198
119,29,165,72
162,143,150,139
886,1289,927,905
81,109,145,252
326,589,423,527
374,809,528,660
314,541,318,291
195,152,203,137
261,335,250,230
573,820,754,296
540,656,848,1515
289,286,260,138
669,664,839,1083
392,344,336,454
473,704,659,959
886,1309,1039,574
1071,1745,1411,1471
332,233,397,545
622,734,779,606
450,531,432,579
512,984,711,813
803,1008,995,1173
393,269,387,527
201,310,271,288
404,172,499,1291
464,985,506,909
437,600,619,242
228,174,258,275
202,232,294,296
419,415,489,286
826,752,801,774
387,685,413,511
235,373,417,657
649,892,891,386
1632,1935,1676,1337
578,1292,735,870
404,536,533,557
617,806,684,1130
245,391,363,234
571,674,644,548
227,436,358,372
335,428,376,534
933,535,1150,1778
419,415,638,339
346,497,432,242
316,423,443,411
172,265,164,145
99,88,113,26
623,853,937,1222
515,193,638,727
446,419,609,754
218,142,248,500
100,120,154,154
280,283,251,348
273,594,359,372
169,243,252,154
224,489,217,72
159,50,298,366
445,666,672,591
352,704,335,478
173,173,147,166
169,129,217,278
146,290,142,72
166,81,173,142
980,631,1289,2283
290,361,318,99
295,429,396,520
297,390,392,558
953,1037,1231,931
223,244,218,312
170,284,278,393
112,45,127,99
90,198,77,88
50,18,59,34
297,314,317,312
721,924,828,923
767,1742,820,488
793,1515,1037,963
566,417,670,324
365,523,435,548
1416,1151,1806,2269
168,210,261,317
148,342,146,310
321,395,343,428
196,351,376,361
251,210,219,23
70,51,79,65
160,162,230,345
791,1091,1063,521
308,282,320,279
644,1375,846,1076
468,644,684,502
293,458,341,388
618,483,509,899
826,1982,1113,1695
691,366,750,1198
492,732,601,457
886,605,1189,2696
278,219,265,191
50,44,66,63
407,239,481,396
306,305,423,302
470,936,712,1032
42,17,70,44
192,173,175,102
394,328,470,529
355,308,404,258
472,735,577,1400
225,107,308,642
547,581,675,1213
224,278,306,137
285,265,309,277
601,1230,765,390
470,605,514,884
361,588,446,396
770,1776,1080,1377
426,545,645,1338
261,209,359,192
371,297,344,634
151,100,190,297
475,441,442,394
382,310,397,458
159,411,298,157
345,358,330,467
202,260,168,78
241,150,325,434
291,223,593,1029
81,240,118,119
147,209,241,175
189,179,227,316
152,90,155,177
452,810,583,341
439,391,586,629
227,164,238,463
398,373,431,533
335,204,420,257
221,352,446,103
290,789,369,749
434,342,531,350
623,1319,829,2277
589,1059,714,1381
217,294,275,319
920,1272,1077,462
599,970,618,291
262,106,317,238
159,212,146,79
312,760,329,505
475,866,542,244
236,230,135,122
404,440,437,253
250,554,259,346
249,287,327,199
179,489,366,420
82,64,96,62
270,326,351,357
142,96,116,258
207,365,285,228
463,474,456,213
97,61,182,226
243,450,262,449
143,85,209,87
1683,1819,2142,3734
372,487,425,240
550,784,632,466
675,605,762,444
403,383,522,390
210,318,262,213
630,885,798,1059
241,277,321,522
96,281,167,163
296,217,438,387
538,478,604,680
433,432,440,837
125,120,307,215
309,205,420,544
390,441,409,250
418,401,419,717
221,333,235,294
186,105,238,179
155,167,178,307
258,527,259,260
63,112,104,116
245,331,233,249
391,738,597,515
480,45,608,419
373,414,609,637
402,317,307,227
354,378,490,927
616,1425,651,295
329,367,440,339
778,471,778,1548
539,101,700,872
375,494,438,533
231,193,173,410
347,422,357,464
838,910,973,495
146,165,314,609
1286,716,1518,1697
1126,1288,1159,1230
475,220,460,676
1082,1945,1079,1978
328,265,402,335
1095,1352,1438,1495
169,148,152,108
718,1500,769,1550
305,926,411,220
82,114,121,35
116,301,153,285
499,530,430,264
558,560,637,738
362,192,587,518
601,521,900,656
1119,2159,1321,2107
355,384,433,333
487,626,510,564
723,1037,1003,1316
422,546,510,589
461,656,617,749
340,810,416,432
278,198,288,174
283,386,400,333
322,163,467,439
322,589,353,574
349,431,390,592
402,517,443,563
257,185,296,234
315,220,547,928
624,388,878,1120
111,132,118,140
223,172,323,586
144,32,208,188
402,463,566,801
312,532,288,472
344,397,321,75
332,475,503,510
231,338,446,73
271,137,313,455
153,51,207,212
253,319,314,174
168,393,186,75
451,634,531,506
212,421,231,143
367,725,413,772
589,317,807,2260
384,125,738,392
69,44,55,40
155,151,176,50
148,286,215,117
38,0,86,108
120,79,207,178
193,378,218,146
305,457,433,638
94,63,163,39
549,424,754,841
530,890,476,359
589,933,637,709
997,724,1246,593
519,419,555,669
687,192,862,542
146,127,226,162
182,274,228,78
644,939,632,907
103,101,208,310
162,270,143,256
216,103,269,213
211,214,263,356
231,352,392,484
475,214,583,473
609,852,656,587
342,375,365,653
297,440,337,43
207,122,277,192
647,607,731,712
211,276,446,433
1205,1585,1300,2237
668,1231,519,542
269,406,356,294
585,601,694,382
486,534,547,639
522,548,647,617
122,129,250,174
220,299,234,342
255,326,330,429
326,338,353,192
259,455,585,529
297,449,372,223
328,692,441,492
220,221,343,321
306,365,371,317
140,332,153,107
269,220,277,224
273,269,344,327
781,750,935,612
628,1079,813,642
200,55,313,98
479,325,647,888
374,414,458,995
668,496,823,959
1206,2246,1291,1558
579,694,456,335
268,150,426,99
537,525,712,562
207,156,295,359
486,485,534,397
571,756,646,522
293,183,504,457
230,245,416,370
426,318,381,242
759,728,1066,1380
369,275,450,1461
199,134,216,292
131,86,150,240
382,340,454,500
201,239,238,284
850,742,1103,573
690,691,831,767
184,204,201,150
99,40,76,92
271,296,361,280
247,248,391,497
239,178,320,508
267,176,346,400
346,350,443,670
150,143,214,101
37,10,35,60
309,527,504,300
298,179,376,134
409,195,505,137
576,674,564,403
355,182,546,311
464,541,709,239
539,1379,606,692
474,410,658,200
538,393,664,661
267,163,302,131
525,252,563,630
628,178,850,1038
456,731,634,394
120,169,160,64
233,263,477,493
634,543,811,438
70,54,82,117
630,751,618,803
545,316,552,232
128,142,156,63
851,670,1113,696
53,95,75,92
313,331,412,452
353,95,415,225
349,634,326,437
469,620,693,401
436,390,492,557
321,317,355,274
247,401,269,200
196,54,251,297
546,919,643,1265
292,278,350,541
110,85,175,30
616,1588,874,894
124,104,246,128
946,1731,1014,1181
180,174,143,116
179,216,232,455
390,354,452,570
108,165,214,196
277,347,236,90
218,173,144,256
211,347,183,205
207,273,205,191
424,853,379,409
474,551,648,1074
451,422,593,713
190,124,177,98
305,132,456,490
477,544,500,574
640,365,843,961
198,163,224,311
105,56,153,169
130,218,216,19
165,67,304,465
173,364,310,299
191,229,198,178
300,340,326,357
226,175,391,261
54,175,85,105
619,487,778,980
862,1979,951,2049
730,828,1016,1026
858,677,1072,212
666,700,684,645
100,174,143,167
857,2143,911,1220
504,748,655,748
696,893,922,849
372,342,506,524
493,1048,535,862
206,339,292,243
682,679,809,1557
475,502,611,604
713,848,980,1151
509,817,735,226
217,258,200,157
252,372,312,724
138,222,113,180
318,129,359,472
143,53,181,189
582,355,600,348
346,478,382,536
376,693,398,379
213,257,337,694
158,152,161,71
630,457,506,1314
498,491,628,560
512,1424,597,893
517,488,692,711
582,648,810,1251
288,510,398,471
467,225,526,301
121,67,152,273
468,296,476,234
533,707,671,771
447,84,641,691
275,365,250,210
173,158,191,227
520,116,770,1274
456,241,683,440
96,90,265,194
295,468,378,441
150,267,108,75
772,754,1044,1461
483,490,465,558
156,148,306,433
89,98,193,166
261,334,366,684
307,438,345,112
226,539,284,259
371,364,628,965
529,817,597,921
276,688,330,297
256,243,276,209
277,208,362,320
111,148,194,64
241,450,314,171
561,608,545,728
468,120,588,525
346,213,348,495
289,155,388,225
101,76,47,75
319,243,285,156
263,184,343,290
494,847,601,530
656,916,674,663
81,27,100,204
213,364,383,186
490,478,717,530
338,485,407,294
515,330,629,1220
181,375,176,223
481,351,571,520
724,989,1041,1056
245,365,269,180
220,444,334,376
347,346,404,235
396,419,638,889
299,228,381,363
425,401,583,682
534,423,520,676
450,277,597,731
277,195,386,533
210,216,280,177
170,358,271,278
263,235,359,457
583,729,724,928
774,483,1072,2468
742,568,895,1136
836,286,939,1100
573,1509,774,801
171,181,245,384
380,525,490,512
475,626,494,544
171,71,198,130
641,1750,654,904
540,747,643,999
1039,1578,1199,1323
2024,965,2326,4670
85,60,132,206
1114,1317,1408,2242
149,243,185,129
385,550,474,684
408,66,578,286
275,434,296,336
768,490,989,888
673,559,547,533
333,237,436,446
441,497,362,386
115,105,131,88
80,110,187,146
433,357,569,558
1170,841,1387,861
597,234,795,822
539,583,652,422
617,1070,799,1232
303,327,273,593
366,229,630,481
667,561,968,944
590,781,839,1344
418,174,718,608
221,295,311,232
285,294,313,321
77,138,110,102
570,710,649,518
260,227,265,231
277,211,323,240
365,414,378,627
135,193,223,149
403,631,523,295
187,354,324,225
212,184,458,383
908,868,1096,1398
163,154,223,279
540,518,452,482
596,302,704,538
325,372,475,408
542,1129,637,234
349,416,353,176
179,158,170,165
294,334,369,190
172,170,280,564
218,250,310,334
282,348,635,1682
343,270,432,547
349,351,501,282
307,217,333,484
107,128,198,212
533,579,493,796
81,126,138,81
158,106,319,151
184,207,108,91
664,1023,1015,1422
101,72,108,125
673,1553,1055,1098
679,1851,948,1422
555,917,628,861
434,284,428,531
389,353,349,305
597,428,640,571
366,350,433,274
493,421,680,339
441,380,595,840
527,947,668,525
364,398,500,393
411,322,409,780
144,264,111,153
70,97,81,23
450,255,434,729
235,359,252,136
130,165,129,196
144,152,175,322
342,326,363,250
260,232,304,378
502,730,540,502
333,443,347,308
142,113,84,22
193,286,254,315
206,285,238,70
758,688,1043,1362
461,506,719,1155
168,180,183,293
34,10,52,33
156,110,223,106
147,71,160,294
399,730,473,346
444,245,433,359
367,353,477,350
475,201,719,1072
311,347,461,477
699,446,874,1826
453,659,588,846
71,65,87,37
655,855,839,485
208,172,290,718
201,334,194,428
487,121,664,753
93,91,157,37
96,69,197,107
187,304,265,539
127,82,124,190
235,204,374,542
638,1393,742,1171
133,31,193,81
696,886,935,472
385,277,555,561
734,2527,765,709
432,250,483,453
486,447,814,1288
492,626,442,300
592,1223,820,516
219,101,179,205
578,505,706,386
128,203,134,110
96,68,133,250
247,111,430,358
391,859,478,645
393,444,476,278
324,223,396,201
168,167,172,209
294,357,247,291
568,381,657,1017
444,326,479,419
392,176,559,477
639,557,762,481
979,1843,1249,1317
543,538,742,384
255,410,356,168
378,342,546,623
645,853,908,647
257,154,325,299
200,290,187,328
275,443,358,501
412,299,626,497
61,13,60,108
243,250,324,294
312,243,355,637
115,118,193,191
564,615,552,524
580,571,620,945
216,648,288,237
87,134,144,86
592,533,704,365
513,602,608,1399
647,324,811,661
339,526,516,467
470,384,518,1100
476,648,711,605
14,7,0,0
688,588,980,1019
115,109,237,148
155,241,158,62
194,259,167,268
318,314,534,777
975,1076,1046,882
165,187,296,620
543,296,578,322
330,708,483,497
435,502,526,501
516,784,629,959
461,218,583,502
229,154,212,366
194,137,313,340
470,932,498,547
549,961,680,974
130,132,175,100
253,239,279,264
673,438,539,556
393,212,580,304
130,122,233,356
415,145,492,246
458,147,462,284
277,342,296,175
477,692,621,825
167,124,238,238
172,221,193,85
524,559,456,126
313,400,449,351
325,607,263,161
418,201,579,801
45,35,69,104
122,412,99,61
214,159,202,381
77,144,81,171
594,856,656,574
325,274,475,366
283,178,453,446
380,408,461,356
168,576,262,263
258,147,346,321
367,320,477,355
444,334,536,438
142,87,267,202
296,277,437,563
242,228,278,265
459,509,574,471
170,408,418,575
312,643,403,215
457,858,585,403
383,385,434,344
178,73,204,122
280,476,315,385
370,1166,510,258
373,425,443,658
424,996,279,194
483,203,575,1152
35,19,31,20
275,203,306,737
481,648,491,859
1182,1440,1500,833
410,350,467,799
292,182,367,345
145,124,223,195
94,136,187,95
224,82,279,227
359,622,466,312
200,155,238,119
197,195,209,431
489,524,740,797
398,489,465,301
470,729,514,394
363,400,361,206
566,655,723,1026
545,217,715,682
81,53,173,403
488,538,643,744
237,328,230,205
342,1066,489,354
257,262,386,499
210,164,271,399
190,265,128,207
227,625,283,278
470,963,477,450
388,507,449,773
297,444,368,262
905,629,1042,782
291,435,354,224
200,373,208,205
325,309,478,558
206,171,307,248
618,591,642,429
124,158,156,309
55,49,100,39
174,168,236,398
216,343,243,364
548,615,611,414
212,283,204,55
783,1481,856,473
621,395,772,441
69,96,60,39
859,2141,1051,1445
108,147,159,129
513,457,491,671
343,531,324,286
51,67,124,144
72,174,291,611
336,503,418,592
298,423,440,291
327,250,314,512
207,345,402,980
426,368,425,642
487,222,483,721
718,1320,917,670
429,110,529,652
422,1178,402,442
516,435,621,417
504,673,478,482
191,188,295,587
354,376,412,312
434,486,574,276
353,385,354,280
313,318,357,304
272,222,196,289
436,484,435,131
597,317,969,1046
253,252,388,433
46,92,53,39
229,95,420,336
131,84,196,246
159,83,207,213
119,100,99,153
65,50,85,131
141,281,127,125
425,740,438,654
400,776,541,561
331,700,407,288
706,888,914,528
111,130,134,53
860,1164,1136,877
907,693,1070,1389
448,296,413,476
838,418,955,764
643,1090,847,1284
141,231,174,193
188,197,217,163
450,399,418,313
653,742,951,1217
398,856,597,552
204,238,224,139
334,558,422,330
694,773,981,1162
329,547,354,925
1081,1208,1146,1303
590,329,668,502
191,169,167,168
371,431,406,352
61,84,105,82
213,316,283,251
84,50,73,66
212,291,278,254
177,172,181,133
216,375,270,468
621,623,758,516
420,430,686,792
443,527,569,744
248,524,366,232
166,79,227,424
351,300,512,413
255,147,295,701
603,304,654,602
164,198,218,156
96,96,123,48
195,98,225,579
694,149,889,914
476,1530,681,747
97,136,138,200
388,416,626,725
160,285,208,105
172,298,223,241
194,315,217,343
493,1052,531,736
43,94,55,49
286,455,306,381
468,1047,603,875
419,510,463,630
67,57,32,48
322,516,457,391
279,319,397,322
254,296,305,244
771,2038,985,1334
292,138,327,543
858,425,997,588
195,498,206,201
463,632,460,579
254,554,467,498
286,377,398,651
250,268,367,357
983,1287,1234,744
100,175,134,293
491,342,574,1711
510,963,576,561
483,860,671,309
185,172,273,488
394,754,311,160
180,99,238,125
495,221,647,601
344,280,405,468
348,577,499,231
197,420,307,186
622,659,511,182
513,315,630,1065
325,308,438,568
235,282,195,323
279,373,373,575
279,394,422,333
92,52,177,219
204,128,211,70
330,431,434,317
230,209,191,326
190,113,292,187
321,422,308,92
301,409,398,549
342,422,323,340
45,7,76,33
147,252,190,283
526,852,438,167
421,581,336,607
281,557,458,401
355,583,396,331
82,150,113,156
307,237,376,121
199,185,208,138
374,236,418,199
567,433,728,590
230,136,304,517
543,946,774,1081
497,254,666,568
677,1482,820,1436
182,116,177,124
109,185,167,168
191,124,201,201
407,260,311,246
219,176,298,597
121,155,152,268
191,116,211,123
698,588,782,956
329,362,375,390
322,364,552,437
223,176,227,109
974,937,1273,1184
393,298,487,678
792,943,676,1217
527,519,521,561
405,108,498,898
133,127,147,251
274,195,278,208
103,114,144,177
398,537,652,298
313,204,390,608
427,362,563,449
296,407,465,306
1063,836,1319,1428
87,98,109,82
240,127,461,408
323,228,434,869
357,383,458,291
78,40,126,128
409,520,556,212
155,196,216,287
124,76,124,101
163,145,223,29
527,413,637,678
398,214,601,571
494,654,668,342
149,209,160,64
254,392,228,323
676,355,635,542
439,588,617,264
304,216,340,461
529,625,581,579
416,645,607,543
396,422,351,533
354,431,369,463
45,68,43,0
189,158,312,354
346,206,463,888
705,1219,929,409
111,94,127,126
173,164,200,180
512,358,645,961
392,315,397,290
193,275,258,286
277,175,273,81
237,243,243,178
259,516,503,533
430,496,469,392
263,792,289,521
384,416,337,435
311,283,397,518
332,878,551,890
465,622,735,1533
244,83,184,78
156,103,220,136
304,452,325,318
286,273,252,465
478,743,493,480
367,591,379,191
282,120,387,745
867,391,1068,1477
270,306,312,310
316,326,453,756
719,424,776,1049
314,547,453,606
522,755,631,739
346,221,524,772
683,1320,795,1000
465,520,591,768
253,414,211,360
213,624,342,372
205,91,277,180
193,62,222,297
159,230,194,240
377,459,491,457
332,227,543,373
564,651,512,750
880,860,973,1688
606,721,830,690
674,782,741,166
673,484,994,229
447,307,575,328
547,687,588,689
389,548,342,464
271,431,345,361
307,250,431,439
179,425,199,222
165,217,149,98
220,386,247,214
121,42,177,176
347,195,366,320
434,553,487,453
166,90,295,464
552,934,602,143
403,250,441,469
511,1364,703,395
565,718,776,441
675,660,762,680
210,118,393,292
568,802,732,573
778,1262,867,1356
1006,634,1119,2266
497,623,578,358
564,1334,686,642
1233,651,1678,2206
708,307,718,752
421,253,474,576
316,387,347,152
499,291,500,484
635,608,725,337
493,262,580,726
464,505,586,647
463,516,545,325
396,1073,290,338
608,1244,901,1880
422,197,493,700
254,508,269,434
449,426,487,311
82,77,175,91
257,629,341,365
538,179,470,509
284,568,306,242
571,835,739,905
366,238,368,333
536,870,520,447
111,98,154,134
560,528,611,1034
490,946,663,1066
482,443,679,479
746,788,921,783
613,1344,834,1241
390,321,502,275
631,976,773,550
857,332,1086,1193
597,876,750,596
263,228,190,309
183,103,318,366
550,389,710,208
482,961,489,424
387,412,501,357
1260,1121,1471,2580
445,692,552,1009
521,1030,727,708
484,271,496,265
495,1088,698,925
778,566,962,1921
327,707,269,382
884,875,1221,965
1284,1218,1484,1490
350,227,480,288
647,562,755,1022
613,433,897,521
522,467,694,844
307,363,469,679
413,308,481,503
374,807,486,390
390,333,422,386
1426,2118,1605,2378
153,107,364,349
149,176,214,163
236,450,251,395
152,163,149,84
394,269,541,534
138,67,171,189
860,365,995,1308
141,339,312,157
428,550,746,1900
289,494,300,363
417,261,404,436
399,256,560,837
551,575,617,478
178,274,257,246
338,402,427,224
436,462,349,687
186,335,286,293
414,331,391,356
328,552,459,221
194,142,168,117
203,163,301,252
38,160,16,17
310,433,462,445
221,328,384,541
135,224,125,63
216,250,314,265
309,395,263,347
202,193,145,73
211,447,262,371
228,314,269,352
167,310,372,170
324,890,452,530
337,117,411,424
613,361,711,1332
469,549,612,869
483,342,644,825
1487,2518,1534,1208
286,460,385,258
479,225,626,758
129,121,286,218
346,439,380,258
175,321,124,171
504,288,533,736
385,802,462,486
543,872,560,410
362,340,431,387
619,486,654,827
971,1050,1174,1488
535,625,601,650
750,500,864,1449
157,127,160,89
471,721,699,1116
303,1198,322,430
225,187,284,318
113,225,154,132
371,1073,508,914
402,102,392,393
222,239,347,640
843,719,1196,755
245,207,258,298
303,743,303,424
426,468,438,362
301,551,370,609
398,417,488,720
329,293,400,290
828,1253,1042,185
397,420,374,657
528,789,719,1371
195,200,329,325
541,1012,503,500
542,619,618,363
132,193,188,247
75,60,126,128
308,443,246,211
151,68,89,79
478,349,552,559
57,106,94,107
273,366,440,429
500,257,595,1053
169,115,277,220
444,348,542,884
320,387,258,493
158,231,186,148
57,30,107,62
264,95,296,131
443,198,393,146
408,176,292,92
157,37,51,9
404,253,596,393
331,269,442,281
157,46,190,171
230,93,202,167
163,210,277,120
146,52,169,70
419,576,643,240
185,111,216,308
130,232,135,167
542,263,500,290
528,296,688,582
139,52,183,230
330,132,478,273
766,337,901,280
53,150,73,48
196,52,300,106
181,60,227,117
348,218,470,432
156,74,214,119
241,223,296,342
636,323,654,534
142,43,207,123
697,395,792,306
421,493,616,361
242,126,319,87
473,359,666,618
