"sim1_repl1_input","sim1_repl1_high","sim1_repl1_low","sim1_repl2_input","sim1_repl2_high","sim1_repl2_low"
23,8,33,7,8,5
412,167,691,7,4,7
1136,515,827,9,8,3
172,62,62,1199,937,238
0,0,0,233,184,94
125,50,13,0,0,3
81,37,96,77,49,22
65,40,132,0,0,0
28,9,46,147,106,55
1,0,4,46,49,119
91,31,58,65,53,13
0,0,0,130,101,25
181,76,353,582,454,130
119,45,43,196,165,49
0,0,0,15,13,4
32,20,8,3,1,0
174,75,241,211,179,56
117,37,40,1239,891,432
27,7,6,227,177,18
35,9,14,420,358,299
64,29,42,22,19,13
6,2,20,33,22,11
250,109,59,9,4,2
58,27,15,133,88,116
529,191,210,3,2,0
106,42,113,118,103,14
168,74,500,152,91,17
38,15,26,159,148,4
0,0,0,26,11,11
245,92,687,76,58,9
356,131,49,142,113,45
301,142,327,163,120,11
708,298,307,67,57,5
221,92,675,1325,1018,758
50,25,106,324,262,270
53,19,4,8,9,2
153,73,59,497,417,191
502,210,890,192,136,171
228,106,29,504,391,530
64,22,28,67,47,10
214,86,348,412,323,88
3,0,15,38,35,0
0,0,0,0,0,0
60,20,45,341,257,95
55,29,90,460,375,134
97,41,223,398,286,237
281,109,144,19,14,5
3,2,6,637,491,274
75,32,94,570,478,216
25,11,27,55,31,11
0,0,0,491,411,165
364,145,622,179,145,139
796,342,780,264,192,422
1891,804,2462,10,20,16
0,0,0,0,0,0
283,125,223,218,174,60
4,0,0,0,0,0
16,4,14,260,189,129
632,233,860,113,91,3
473,230,84,121,78,3
0,0,0,193,126,37
13,4,12,158,164,76
2,1,0,268,196,125
525,238,1342,12,17,7
0,0,0,111,92,84
161,84,104,226,163,304
651,251,592,72,57,30
81,29,206,411,264,155
0,0,0,487,367,263
280,119,389,88,74,44
225,86,96,0,0,0
387,168,113,116,87,5
0,0,0,0,0,0
346,119,1375,80,39,70
110,43,94,13,7,17
46,20,14,412,297,272
47,25,65,0,0,0
0,0,0,72,69,24
579,233,292,3,2,0
57,23,92,11,7,6
31,20,14,539,385,404
100,61,92,40,35,8
773,300,2660,616,491,293
849,356,1266,708,531,380
280,122,207,195,136,29
51,14,45,59,46,0
289,102,217,3,3,2
48,28,66,89,80,64
58,25,10,6,3,19
0,0,0,342,268,49
770,332,366,244,201,165
18,17,3,397,294,134
10,2,0,13,6,9
86,42,3,1080,891,211
52,16,46,353,276,429
133,64,120,124,95,140
0,0,0,248,196,41
7,11,4,671,487,758
79,26,55,164,127,17
145,62,26,72,64,5
15,8,64,50,51,6
71,29,79,104,77,22
118,66,33,163,120,66
157,77,27,491,362,98
151,75,19,81,71,51
9,3,0,147,126,154
86,35,110,360,300,20
136,56,116,163,121,80
184,78,64,0,1,0
279,109,635,6,9,4
373,161,1207,166,110,7
273,119,259,55,39,122
267,101,0,17,10,2
637,219,1424,0,2,0
0,0,0,123,107,17
1,0,5,41,28,31
0,0,0,542,399,344
667,265,281,263,202,48
140,66,129,3,2,1
11,5,0,39,18,57
12,3,2,121,83,40
186,67,279,21,12,6
87,35,182,345,247,311
449,188,427,127,80,88
7,9,4,0,0,0
48,19,105,146,136,44
246,99,121,208,174,103
356,149,103,221,162,168
180,72,108,195,144,22
82,32,85,166,128,165
13,4,1,22,16,14
20,4,11,523,404,499
143,47,91,18,21,3
118,49,37,236,172,146
10,4,8,28,19,32
363,150,214,192,137,61
214,91,150,3,2,0
828,338,1108,753,645,43
95,39,231,3,4,2
0,0,0,4,0,1
62,21,81,77,67,12
138,55,58,3,5,2
111,45,78,53,58,11
61,20,12,67,59,9
211,83,199,79,64,36
280,107,55,420,297,399
855,362,962,0,0,0
258,115,376,3,1,1
428,182,355,250,189,23
4,2,4,25,26,4
129,55,156,387,311,41
252,98,293,0,0,0
3,2,10,62,49,12
16,10,9,0,0,0
794,341,512,0,0,0
369,143,777,111,67,32
22,10,1,43,29,8
31,10,34,133,108,20
0,0,0,248,142,224
178,74,235,97,81,24
377,170,123,127,99,63
135,67,91,501,363,83
1,1,1,350,213,60
146,58,123,0,0,0
154,51,510,1,2,0
45,17,9,299,221,54
100,49,234,139,137,38
1,1,0,0,0,0
190,79,168,0,0,0
16,12,18,4,4,2
254,95,267,0,0,0
66,32,102,413,330,227
219,94,130,123,79,18
423,171,383,329,250,28
115,54,58,18,12,6
344,125,514,289,234,233
265,87,690,348,294,93
10,2,4,0,0,0
24,11,100,368,285,97
589,242,71,228,191,15
300,131,187,519,366,543
217,81,182,136,80,137
83,48,34,998,722,339
186,82,0,465,369,30
75,20,19,434,345,161
0,0,0,1273,946,944
489,207,189,32,23,8
370,151,480,647,475,779
668,262,422,0,0,0
15,9,1,4,3,0
25,4,20,0,0,0
234,108,682,65,67,39
142,60,55,106,87,75
13,7,8,590,471,179
0,0,0,279,260,109
189,76,405,64,47,46
245,98,61,740,570,480
27,12,9,354,293,391
102,55,77,0,0,0
356,128,995,784,638,338
280,112,348,16,11,13
253,120,43,113,75,55
78,40,95,19,18,0
319,123,1244,8,8,3
1316,542,153,0,0,0
49,13,53,315,235,43
32,11,4,9,3,5
98,33,278,244,222,19
5,2,4,11,9,1
223,80,339,17,6,14
6,6,0,26,26,21
1,0,9,120,91,135
895,388,1616,15,18,27
0,0,0,192,144,76
292,115,690,32,26,0
105,27,245,569,442,822
29,12,140,110,80,22
91,29,104,12,8,4
101,42,59,244,206,22
22,10,18,215,175,45
823,331,998,1234,921,802
6,3,0,229,196,242
63,29,84,19,21,1
47,20,20,147,114,21
79,42,109,12,9,9
843,385,731,96,84,10
331,147,95,0,0,0
738,313,336,389,302,220
231,86,1088,650,519,264
54,19,109,412,305,106
21,14,53,90,74,37
25,10,51,356,238,149
107,41,243,5,4,0
0,0,0,54,64,11
194,77,59,242,173,168
328,148,125,0,0,0
30,19,68,734,540,317
378,187,385,0,0,0
733,343,527,93,89,34
60,24,14,296,205,191
449,203,380,92,59,14
59,18,36,237,203,307
113,54,79,2,2,3
431,180,1013,298,221,136
3,2,0,24,20,23
102,29,108,343,280,88
31,15,75,12,4,6
286,113,673,0,0,0
349,164,214,556,443,143
23,6,31,74,53,42
81,43,38,122,76,9
34,22,38,181,159,175
591,277,883,499,415,82
876,355,3680,0,0,0
0,1,3,960,728,822
574,196,1347,19,9,7
39,16,113,259,208,102
0,0,0,6,5,5
0,0,0,11,12,12
211,77,195,344,297,65
9,3,45,185,157,287
578,209,714,42,27,54
563,254,297,203,181,35
244,81,584,333,257,314
189,92,187,443,298,122
30,12,16,227,178,29
133,41,91,414,378,218
55,14,226,33,19,3
221,106,415,116,92,161
2,1,2,220,146,195
74,21,45,0,0,0
144,63,136,677,554,376
894,396,1490,429,353,193
220,87,887,6,5,9
117,50,209,39,19,20
8,10,62,5,8,1
257,112,593,0,0,0
894,380,370,856,682,205
729,325,1593,221,179,96
40,9,12,86,68,35
44,22,11,486,358,277
230,79,267,29,23,27
339,138,638,20,25,9
20,13,0,136,132,50
6,4,6,82,51,50
56,20,6,60,58,12
1019,433,172,337,235,63
492,217,1303,86,72,9
222,94,61,536,363,280
0,0,0,100,78,9
885,376,150,175,149,66
0,0,0,24,29,7
459,202,182,286,255,293
946,406,1296,93,68,26
9,3,0,0,1,0
0,0,0,908,687,423
212,96,63,10,4,0
41,10,44,415,298,309
865,391,92,37,26,46
475,206,306,473,336,118
160,73,209,15,11,13
197,79,206,0,0,0
72,23,75,0,0,0
962,435,536,88,68,24
6,5,39,101,63,186
271,105,178,327,276,122
516,249,308,19,16,6
5,6,0,171,141,20
1,0,3,198,133,20
593,231,1263,1281,971,461
340,131,384,0,0,0
53,17,183,273,208,227
4,3,0,242,200,227
0,0,0,9,10,5
109,55,109,176,122,102
608,240,14,69,40,25
452,180,981,57,41,40
0,0,0,456,331,101
10,6,5,89,68,9
32,22,9,569,407,249
116,40,48,111,114,3
0,0,0,0,0,0
13,11,52,127,126,28
3,2,4,0,0,0
49,13,51,31,16,23
1,1,0,10,12,0
119,77,111,188,173,130
556,242,758,0,0,0
110,62,70,201,157,131
232,98,385,57,36,8
61,20,36,1018,809,273
32,14,7,0,0,0
113,65,105,243,199,228
89,29,120,173,121,8
22,7,27,1122,876,259
14,5,0,276,243,5
41,10,23,15,10,9
799,354,611,178,146,31
119,54,11,454,300,721
497,199,284,740,594,83
204,111,233,43,33,22
0,0,0,8,4,3
233,96,709,401,321,124
51,20,39,11,5,0
159,76,5,89,65,110
1220,513,791,403,396,36
213,79,1187,205,184,110
111,43,1,1,0,0
135,61,85,31,22,8
461,214,256,148,109,26
98,32,214,120,104,99
205,93,195,229,149,42
113,48,161,83,64,33
143,41,674,445,365,32
836,341,609,15,15,9
139,52,85,262,175,54
0,0,0,18,15,3
241,97,83,55,31,36
1168,442,2045,18,22,8
251,100,166,0,0,0
31,8,0,134,121,8
491,220,305,0,0,0
87,39,173,1124,830,533
90,28,275,43,32,67
122,49,134,93,79,32
71,32,142,18,14,9
449,183,103,38,35,25
230,86,463,435,340,223
282,131,212,1,2,0
0,0,0,551,423,80
190,73,358,154,131,73
398,165,1005,530,436,350
219,103,61,75,54,19
85,19,209,1,3,1
1,0,0,216,226,103
0,0,0,16,17,9
7,1,2,207,166,72
67,27,3,63,41,49
277,130,120,152,98,21
189,54,492,0,0,0
26,13,1,399,313,236
45,23,40,253,203,99
494,203,1888,629,519,94
6,2,5,212,151,59
265,107,51,32,32,1
323,153,243,0,0,0
386,167,419,34,26,6
0,0,0,249,197,23
43,21,71,108,92,76
6,2,33,209,181,52
0,0,0,17,11,2
244,93,255,510,361,55
57,22,105,445,328,175
219,98,0,0,0,0
80,32,214,143,98,34
1142,463,1735,526,391,921
403,171,682,37,22,6
27,17,28,371,280,252
66,31,129,0,0,0
34,13,34,96,76,24
338,135,235,43,23,0
21,12,52,2,0,4
0,0,0,59,51,51
1,0,2,144,93,125
125,65,181,407,327,38
140,61,90,428,361,327
372,172,256,31,29,34
0,0,0,339,279,23
486,187,495,9,7,2
0,0,0,495,429,202
218,89,96,136,107,41
111,52,58,373,280,415
451,191,479,1,1,0
104,47,138,595,474,102
661,248,155,45,33,40
294,114,101,350,261,276
259,114,188,634,463,316
26,15,14,46,33,14
1,0,0,57,64,19
424,151,906,6,5,5
374,165,144,6,4,0
8,10,23,1036,812,126
34,10,106,5,3,1
180,85,54,119,97,90
37,16,54,135,116,66
0,0,0,159,138,72
39,14,184,333,280,247
16,5,29,0,2,0
19,13,13,341,257,460
29,16,26,99,59,41
22,6,36,302,222,96
391,151,302,66,45,57
5,1,12,450,321,444
349,140,504,1,1,0
42,16,2,143,119,48
1044,437,1501,72,57,39
25,11,75,133,93,63
0,0,0,0,0,0
20,5,11,115,105,13
151,51,43,39,24,2
18,5,3,89,76,51
0,0,0,68,45,23
201,98,126,12,15,18
112,40,317,140,100,69
0,0,0,313,240,143
80,46,287,134,96,41
844,354,1453,0,0,0
91,32,10,266,200,208
0,0,0,0,0,0
133,59,154,0,0,0
229,82,166,0,1,3
74,32,86,135,103,33
61,44,44,484,375,156
933,401,417,1104,799,147
3,0,16,164,122,76
185,68,60,41,37,33
30,12,85,7,2,0
0,0,0,99,57,25
0,0,0,31,26,5
370,158,366,290,244,100
1,1,2,175,117,29
0,0,0,445,352,337
0,0,0,556,392,91
40,23,11,296,212,455
455,186,1102,221,181,135
0,0,0,369,281,598
2,1,0,166,129,97
16,14,53,309,269,58
216,70,447,0,0,0
172,70,324,286,216,129
68,24,69,72,62,12
427,147,699,100,44,93
676,284,1114,8,5,8
0,0,0,629,512,206
103,47,123,26,22,0
162,64,94,172,129,169
118,52,39,447,379,80
20,8,37,301,262,258
50,23,179,293,216,226
482,218,503,406,337,59
361,113,1216,280,198,156
6,3,0,618,483,749
87,36,161,385,316,168
163,47,185,1,4,1
63,32,391,9,7,13
56,21,41,105,79,15
0,0,0,1372,1002,732
365,149,477,93,75,70
198,103,95,115,97,15
109,56,75,231,196,129
13,7,18,158,117,39
36,12,14,2,1,0
1339,568,126,28,24,34
844,340,3,0,0,0
367,130,114,0,0,0
228,76,3,259,182,241
33,10,80,26,16,17
17,8,22,12,9,2
1490,565,3354,154,114,52
608,259,1433,138,96,47
425,179,415,298,241,186
40,20,46,168,128,127
345,157,515,25,27,9
24,10,70,0,0,0
0,0,0,2,5,0
7,5,3,0,0,0
0,0,0,491,360,299
146,76,150,0,0,0
0,0,0,28,25,3
5,6,16,295,209,241
186,81,260,0,0,0
97,49,92,665,472,86
0,0,0,196,150,60
131,57,203,876,743,752
56,12,27,0,0,0
67,34,199,124,88,21
190,70,343,27,21,7
3,7,9,175,154,49
4,0,0,75,41,34
31,9,80,50,37,23
206,98,286,227,149,173
854,393,95,825,607,710
289,96,214,267,210,92
7,5,0,0,0,0
0,0,0,47,32,4
81,30,53,999,834,298
195,87,86,129,116,48
0,0,0,0,0,0
83,28,163,33,28,14
91,34,291,101,54,7
0,0,0,36,33,3
35,11,17,401,278,232
252,114,140,1,0,10
42,18,14,11,13,6
408,168,709,0,0,0
110,54,394,598,476,118
223,83,157,7,13,3
0,0,0,0,0,0
157,62,24,3,5,4
2,1,3,0,0,0
10,1,34,37,27,29
10,6,2,31,28,20
27,8,14,83,57,11
0,0,0,30,28,6
196,95,164,112,84,24
197,88,400,258,215,77
0,0,0,1243,1008,131
0,0,0,142,98,58
28,14,2,88,67,37
0,0,0,57,46,33
0,0,0,32,31,6
102,50,42,0,0,0
182,71,25,517,403,476
124,46,104,179,106,190
0,0,0,153,125,86
258,109,119,0,0,0
559,218,317,343,256,39
51,30,175,49,38,72
539,240,221,162,125,25
0,0,0,34,26,2
96,34,142,572,439,197
60,20,89,10,6,6
674,273,58,355,222,235
873,319,1864,40,23,22
1877,718,2519,1846,1409,1096
479,164,142,0,0,0
350,162,108,411,327,62
231,99,140,199,158,3
173,67,51,64,39,24
0,0,0,98,93,13
355,170,390,39,24,15
267,106,681,236,167,198
285,122,763,118,88,49
232,86,169,116,118,184
73,35,14,559,454,244
119,47,1,29,9,37
31,15,107,118,82,35
139,76,205,376,276,159
7,1,0,45,39,7
10,7,4,79,48,10
0,0,0,4,3,2
6,2,35,94,70,52
339,124,721,95,64,7
859,346,756,206,171,48
0,1,9,12,5,12
118,48,147,50,41,2
325,110,1162,454,283,374
363,155,201,11,5,6
5,2,8,240,190,72
68,38,104,241,213,138
208,84,141,72,51,32
311,122,297,146,124,54
0,0,0,250,190,182
27,7,19,31,20,25
128,49,300,92,70,1
386,149,361,33,24,3
85,36,66,496,352,94
0,0,0,97,75,43
75,30,164,89,80,0
4,2,4,9,8,1
24,8,0,50,36,65
1988,898,414,2,3,4
80,31,22,386,280,198
0,0,0,433,331,203
154,86,177,72,51,97
0,0,0,1272,884,1483
36,25,25,553,454,329
511,186,1531,59,46,26
60,27,17,461,342,155
397,172,405,66,48,5
8,10,0,128,92,76
98,52,99,94,88,10
1,0,0,0,0,0
5,2,3,404,329,36
331,110,286,171,118,91
80,40,73,122,73,25
25,11,23,577,416,374
49,28,96,178,140,126
512,207,1783,207,173,203
503,218,1387,379,318,229
182,52,347,46,29,0
61,25,59,0,0,0
15,4,9,138,100,35
2,1,0,49,41,7
151,45,247,0,0,0
197,88,121,4,1,1
189,68,268,62,42,21
1096,502,812,1320,994,617
53,22,19,808,606,513
606,250,555,169,128,54
15,2,3,18,19,5
430,196,159,231,184,69
716,312,110,380,279,115
167,77,249,179,138,182
70,26,10,3,0,0
349,181,104,79,58,116
116,47,51,75,68,11
287,118,265,68,72,4
365,142,402,35,25,29
3,0,0,770,562,872
105,48,308,451,342,170
508,223,30,1272,933,1209
17,3,15,225,206,163
496,206,1132,181,144,51
39,13,45,114,95,106
0,0,0,258,178,265
114,40,199,147,128,119
213,78,194,69,61,17
9,1,0,114,80,56
455,195,586,108,80,31
0,0,0,1257,1030,244
133,64,269,211,182,78
84,32,41,32,15,1
0,0,0,29,29,5
133,66,116,303,245,22
164,74,190,0,0,0
40,13,59,556,448,106
135,60,106,64,27,14
89,43,94,0,0,0
20,9,15,27,13,12
177,85,78,287,229,48
152,77,59,0,0,0
582,260,529,685,515,890
29,20,69,0,0,0
121,42,64,9,7,1
9,4,1,54,42,4
0,0,0,603,431,154
12,10,0,27,24,5
242,105,328,0,0,0
146,56,535,85,66,77
14,9,12,367,277,423
6,2,6,0,0,0
0,0,0,6,10,4
406,165,362,6,2,2
0,0,0,170,128,139
59,24,56,79,62,67
39,16,65,44,30,21
120,36,182,462,368,428
32,26,74,359,272,279
18,6,46,1289,931,1589
16,7,6,32,22,6
523,223,195,331,246,93
307,157,35,51,43,39
6,6,15,127,131,85
897,291,1674,1,1,1
5,2,21,127,108,2
860,324,573,78,54,37
179,64,32,43,32,59
1477,611,2127,134,99,16
1055,434,795,134,107,39
334,149,37,422,342,145
657,270,108,176,137,118
61,24,43,209,158,169
216,83,370,0,0,0
15,3,18,871,735,85
7,0,5,247,196,67
53,10,113,8,9,15
493,208,64,397,334,152
126,50,14,1,3,2
82,43,240,0,0,0
703,329,1140,305,224,133
122,44,50,21,12,2
46,29,27,85,53,112
53,23,11,39,31,22
129,56,75,8,3,5
47,16,35,383,293,415
0,0,0,17,7,10
101,38,168,122,93,84
46,12,26,124,75,162
1387,613,599,2359,1805,743
81,35,145,281,269,69
16,13,4,0,0,0
338,144,183,22,21,0
714,298,447,360,316,382
0,0,0,233,194,84
0,0,0,241,187,77
0,0,0,0,0,0
410,180,287,1455,1005,3773
77,30,9,1101,762,548
21,14,10,0,0,0
377,175,369,299,260,142
11,7,10,37,41,14
798,334,581,237,160,145
0,0,0,131,94,35
6,1,3,633,511,206
261,114,53,232,169,161
17,5,11,165,102,224
116,62,38,392,272,218
388,191,47,18,17,13
8,4,12,195,170,27
8,3,1,263,203,75
0,0,0,78,56,17
181,72,201,74,68,25
12,10,15,117,107,39
731,301,563,268,175,121
205,95,157,3,7,2
31,11,53,1124,773,752
0,0,0,102,89,37
88,30,128,218,149,27
0,0,0,310,250,39
144,71,271,2,1,2
0,0,0,171,122,27
105,30,52,2161,1771,1022
48,19,102,326,327,149
264,100,174,12,5,9
244,96,42,420,301,182
39,22,70,524,406,237
148,66,188,73,64,11
31,14,0,163,134,15
1,0,3,163,117,88
0,0,0,179,134,163
68,39,92,94,72,24
68,30,31,90,62,79
352,144,813,125,83,105
313,123,842,335,252,401
95,33,21,12,6,0
47,22,16,5,3,2
0,0,0,58,60,30
750,300,650,96,110,13
62,25,86,20,7,9
97,28,96,574,431,895
665,222,751,57,48,13
280,90,526,865,708,330
787,325,531,240,208,13
36,6,39,0,0,0
0,0,0,27,10,13
0,0,0,0,2,0
35,14,12,50,34,21
3,1,4,2,5,1
312,138,2,15,6,2
0,0,0,4,4,1
34,20,49,339,257,127
140,59,38,377,272,59
50,17,25,14,15,0
118,39,128,203,174,38
95,31,102,33,30,8
150,63,80,71,49,35
1,0,0,208,165,133
267,107,275,24,18,12
0,0,0,307,209,49
7,4,2,0,0,0
0,0,0,45,43,4
226,100,128,3,6,0
0,0,0,110,88,118
224,106,513,189,136,78
243,86,216,5,4,2
180,72,45,11,6,7
217,98,460,202,144,175
142,62,29,71,48,7
411,196,387,840,699,601
99,40,169,131,98,46
225,81,102,521,345,983
41,19,57,4,2,0
166,80,43,832,638,750
137,49,295,0,0,0
0,0,0,688,605,404
85,44,246,276,222,120
477,214,296,181,151,149
112,57,143,721,563,521
4,1,0,874,665,1122
125,51,183,153,136,91
171,65,67,52,46,6
131,56,12,46,35,27
1580,666,1251,322,267,35
4,4,4,0,0,0
0,3,5,361,317,112
0,0,0,0,0,0
5,3,4,147,125,42
104,47,38,290,230,121
1,4,1,10,12,0
21,5,26,51,43,18
55,23,197,30,16,67
220,91,203,115,87,44
17,2,0,282,216,32
3,1,0,450,340,123
34,11,2,1,1,3
398,202,173,0,0,0
202,74,72,518,359,309
108,56,100,66,43,11
224,89,48,47,33,65
112,40,204,254,202,97
106,52,155,306,241,209
461,203,714,68,41,9
13,9,7,54,36,22
14,6,12,58,37,26
320,146,277,878,735,337
187,66,568,294,280,43
262,116,165,0,0,0
291,108,1008,0,0,0
261,104,443,862,719,232
14,7,46,68,61,35
12,4,4,151,142,94
77,24,136,1052,798,556
444,165,738,37,28,5
8,1,10,33,16,20
45,19,41,0,0,0
268,130,40,160,128,70
7,2,21,363,246,24
276,110,211,82,52,130
1280,531,2,47,52,1
493,221,1364,70,49,11
7,1,4,163,117,95
18,5,3,334,266,27
964,381,184,0,0,0
311,119,234,79,55,61
68,30,68,19,13,19
82,44,57,40,37,15
103,54,30,989,760,530
497,210,292,236,168,228
173,93,6,138,116,133
202,83,168,1,0,0
165,77,198,33,12,17
189,90,197,116,56,75
351,144,106,91,91,15
0,0,0,171,164,57
541,236,71,0,0,0
0,0,0,401,277,143
306,114,282,274,191,148
285,120,337,12,10,4
4,3,11,0,0,0
0,0,0,136,114,55
23,17,11,700,520,645
0,0,0,142,93,41
45,24,9,103,78,56
52,27,69,227,154,148
78,32,108,843,608,235
0,0,0,61,32,24
0,0,0,0,0,0
276,100,22,0,0,0
118,53,64,567,434,204
52,12,58,653,540,100
65,22,23,310,262,77
147,65,313,170,113,35
0,0,0,141,103,43
953,360,2372,721,588,233
103,29,278,318,268,93
296,116,311,5,3,0
42,20,43,140,108,57
4,2,1,0,0,0
115,51,177,56,54,32
196,98,109,0,0,0
32,11,15,20,16,15
2,0,0,93,77,142
46,12,22,82,71,14
0,0,0,381,260,451
8,4,4,7,1,0
156,59,420,286,231,13
61,36,11,1066,861,1036
604,265,829,1,0,3
332,134,33,402,307,416
116,51,159,144,112,116
8,6,7,271,208,82
624,229,1532,0,0,0
33,15,26,490,372,558
436,197,147,9,12,0
24,9,56,317,239,134
750,314,1058,16,3,7
497,173,895,10,4,0
389,157,1077,1081,769,1250
1009,444,1877,173,111,32
1700,644,3030,0,0,0
37,15,27,120,105,51
389,140,677,819,656,830
278,104,511,165,174,32
66,21,48,182,127,189
65,29,13,404,296,173
171,85,249,650,539,231
555,226,1142,137,100,110
28,7,1,653,500,266
170,76,69,40,29,24
14,14,32,15,19,14
11,7,19,198,153,77
0,0,0,501,352,48
18,4,2,177,141,70
82,52,101,0,0,0
0,0,0,154,114,23
38,14,35,152,136,149
1452,628,690,117,62,25
0,0,0,348,241,237
0,2,1,60,33,20
101,55,95,266,204,224
285,107,44,0,0,0
50,21,35,0,0,0
0,0,0,80,62,37
4,3,4,378,298,104
230,73,430,4,4,0
287,110,543,311,202,101
127,56,159,547,435,183
10,1,17,1041,794,326
1345,550,1474,38,25,3
32,15,64,0,0,0
274,109,236,60,47,39
41,28,145,64,42,55
321,130,459,678,583,238
566,236,831,731,606,949
130,48,437,0,0,0
39,17,28,38,23,23
648,280,184,30,19,16
1,0,0,4,3,1
368,152,88,79,56,8
281,110,132,42,33,7
240,109,630,1199,967,159
566,220,331,0,1,0
198,74,121,34,24,4
287,111,517,148,149,9
20,10,48,1204,947,312
165,64,427,80,75,29
172,70,203,21,17,16
861,357,172,81,68,106
36,21,36,37,27,6
0,0,0,1111,860,310
977,410,2269,105,84,61
0,0,0,0,2,0
104,40,236,1,1,0
390,181,412,1,0,0
149,53,83,82,73,13
165,65,190,28,22,2
22,3,44,108,87,75
212,81,364,378,283,195
62,23,33,0,0,0
35,24,81,252,209,36
1524,646,1552,292,205,333
472,199,936,63,47,6
0,0,0,15,9,2
0,0,0,21,15,2
291,126,106,1218,899,840
509,207,1536,0,0,0
120,37,93,62,43,40
165,55,189,82,85,25
24,10,28,385,252,204
392,150,234,29,28,15
128,47,64,392,305,70
93,37,4,0,0,0
343,145,595,0,0,0
211,87,211,97,67,34
0,0,0,500,390,244
182,58,68,72,48,1
116,49,217,95,81,13
158,55,445,779,638,281
165,57,55,317,225,317
466,195,339,392,293,76
307,126,503,204,168,263
378,145,228,193,153,174
838,366,339,89,75,12
690,283,311,181,146,94
603,244,608,12,8,3
261,106,291,97,71,96
81,35,21,35,26,2
96,48,213,59,46,35
18,8,4,40,30,38
122,56,295,22,9,9
0,0,0,199,148,54
12,2,18,19,14,3
39,12,17,1,1,0
521,209,2204,13,9,3
0,0,0,538,387,352
85,33,206,713,548,517
109,36,26,509,404,122
442,175,229,114,91,54
620,257,538,0,0,0
263,131,380,173,104,132
238,105,79,0,0,0
9,1,4,123,98,57
120,61,2,178,148,26
162,57,188,56,68,55
229,85,267,20,21,7
243,79,144,324,270,105
28,11,153,480,394,182
622,230,508,1030,793,455
701,281,53,281,232,80
11,6,6,0,0,0
0,0,0,35,29,9
0,0,0,536,374,649
10,5,11,144,108,59
436,192,84,236,172,130
90,35,112,185,152,336
15,9,17,2121,1703,774
3,0,3,122,98,16
161,67,121,213,166,31
905,373,475,35,17,20
127,59,198,110,87,59
353,143,168,75,60,10
121,56,10,84,61,27
177,83,24,16,13,18
1074,480,1996,204,141,2
14,3,21,381,274,327
4,0,1,110,65,96
0,0,0,325,259,21
0,0,0,0,0,0
680,308,1280,356,262,243
217,90,476,61,51,14
60,16,155,34,24,28
110,43,52,0,0,0
23,13,26,695,500,37
885,378,1458,21,14,5
335,147,157,172,118,95
23,20,23,251,177,60
258,119,639,94,82,64
65,31,45,246,209,63
511,223,101,43,22,8
231,92,61,55,34,13
632,261,1050,33,37,6
0,0,0,86,55,10
355,153,554,635,517,279
42,19,56,7,15,2
429,186,399,9,3,0
44,14,3,592,449,361
0,0,0,669,531,152
51,24,38,422,315,656
37,20,61,68,53,49
0,0,0,157,115,228
248,116,108,132,107,127
97,37,77,66,76,56
204,80,497,7,5,6
0,0,0,37,45,21
210,100,205,4,6,2
40,20,80,88,71,140
52,25,127,24,22,32
0,0,0,1095,941,324
38,16,33,928,770,0
124,48,115,90,86,23
124,59,11,105,82,39
14,5,19,705,577,241
326,127,587,35,28,7
78,30,49,404,265,351
75,32,63,0,0,0
248,113,89,126,96,45
168,69,75,7,4,20
22,13,0,0,0,0
0,0,0,573,445,242
148,71,81,792,606,129
41,20,30,428,340,36
3,2,0,8,3,0
408,155,728,24,24,15
834,376,463,2015,1505,1407
227,96,210,803,620,377
30,8,46,343,286,285
199,84,330,1,1,0
64,28,94,6,10,7
21,11,54,0,0,0
0,0,0,53,53,6
15,5,9,231,192,258
0,0,0,20,18,15
97,45,173,409,336,15
0,0,0,899,749,223
419,171,80,310,265,16
110,54,574,0,0,0
668,298,2027,32,18,9
99,29,32,49,46,11
307,145,29,184,174,17
0,0,0,53,24,8
14,5,19,204,162,193
162,65,292,509,447,13
17,6,6,53,39,47
26,5,43,799,668,118
56,36,65,0,0,0
18,5,15,144,134,74
113,40,181,0,0,0
108,46,52,456,357,195
355,140,85,134,116,49
0,0,0,180,142,15
190,77,84,117,78,102
0,0,0,31,16,2
92,46,45,0,0,0
129,65,93,0,0,0
29,11,47,80,50,19
0,0,0,24,15,12
261,121,149,816,667,440
240,119,22,164,124,21
41,13,210,743,616,117
134,57,21,5,5,1
222,74,315,317,239,106
17,4,3,37,34,36
11,5,15,216,148,247
109,53,59,19,14,6
438,210,1033,171,128,115
0,0,0,0,0,0
137,56,215,1236,982,780
161,86,424,81,63,88
177,80,114,259,206,23
356,166,1331,88,58,17
0,0,0,386,285,71
195,88,360,862,663,464
4,0,3,27,26,1
190,81,354,93,77,16
302,156,515,0,2,0
102,37,184,15,20,0
15,13,21,137,99,19
377,128,1155,441,312,646
106,39,86,160,135,42
776,340,315,144,119,73
273,103,532,271,231,660
10,3,4,0,0,0
1379,614,1032,650,474,358
11,2,10,189,140,17
391,160,552,130,111,48
446,174,596,19,9,11
57,21,66,251,185,8
532,207,211,269,218,151
279,122,233,171,126,131
51,24,6,130,89,12
107,38,50,63,56,11
342,128,336,314,204,200
169,65,127,900,741,398
407,158,77,290,222,148
12,6,7,610,476,220
95,31,260,75,55,65
19,6,21,806,607,39
76,22,52,138,94,47
