"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
1702,2371,2254,994
419,653,348,229
6454,5467,6983,3773
1494,2194,1883,5410
3288,3236,3778,8319
2251,2511,2317,2549
341,189,538,292
2235,2158,2872,3842
949,833,1010,974
2805,6184,3856,3759
3208,6604,3230,3493
3077,1728,4452,5580
723,258,611,603
1643,1255,2025,1599
3954,6601,4519,4817
933,810,1116,1025
2174,3185,2969,3213
814,418,768,372
3532,8356,4105,2941
4119,3896,4780,2617
2033,4324,2503,2980
4094,5759,4781,8560
1146,731,1595,1908
4553,5256,4554,5126
1185,1252,1503,1139
2197,3153,2285,2836
252,249,390,407
1328,1439,1814,2491
1085,982,1075,916
190,68,434,533
2541,4498,2935,2266
756,698,992,996
1418,2834,1710,1455
2311,1496,2785,6085
4401,1477,4894,7364
587,987,684,190
1749,1772,1791,2734
323,363,561,331
644,753,754,649
2093,2579,3095,2490
1487,3243,2311,2121
1733,2360,1877,2653
711,888,1029,1047
1100,611,1100,930
2264,1475,2315,3158
4587,4644,4968,10757
923,1203,1211,1040
951,1269,1155,1380
980,441,879,1042
1091,317,1203,1312
2965,4870,2854,2628
333,373,336,215
4188,2637,6132,3587
1942,2918,2502,3242
1313,1213,1973,2590
3415,3396,3336,5688
1540,808,2413,3142
1397,2421,2103,2586
1448,853,2024,3002
726,954,1036,1379
797,482,1446,2319
2794,2549,3524,4834
1606,2353,2072,2180
2154,3063,2532,3871
1666,2174,2236,2294
1597,2988,1543,2952
1603,2702,1723,1120
3009,4206,4209,5270
963,1096,1003,1617
637,1359,1296,1941
1921,2632,1986,1660
3886,3402,5238,5386
1702,1348,2239,2185
731,857,749,854
1500,888,1718,927
552,1032,673,1753
2664,7301,2802,2188
1106,1308,1187,1192
2698,4170,3387,3248
2015,1597,1838,2372
2777,9996,3396,3504
1443,2215,1833,2213
2115,999,2776,3279
1017,1228,1109,956
4506,4881,5105,3781
1162,882,1440,1587
2968,4394,3097,2272
310,334,508,720
648,1655,780,360
879,1038,1313,1500
2145,2227,2296,1528
959,1463,1311,1268
2051,2106,2580,4524
2121,1811,2434,2075
3418,5554,4508,3876
527,705,690,1056
1630,2759,1441,3736
1832,3191,2265,2533
1236,1520,1378,1835
3160,2765,3282,1279
604,1150,828,981
1974,2504,2458,4032
1366,3737,1538,2851
1522,1405,1525,2772
1118,870,765,1231
146,37,466,286
3154,4203,4082,2799
2067,2425,1444,1068
633,2060,892,1437
1260,1594,1081,540
400,547,595,712
2251,3468,2323,3680
1313,2196,1116,245
2050,1492,2371,3615
379,391,267,255
1521,1220,1630,1263
1688,2015,1810,3214
2266,2677,2855,4467
3252,2700,4265,4713
1754,1833,1873,3273
902,1033,1275,2166
1964,1677,1993,2616
1419,829,2145,712
1981,1390,2545,2104
513,54,636,296
974,339,1153,689
3025,3088,4096,3755
2781,2466,2820,1461
932,315,1265,896
3004,500,3492,1415
1723,855,2140,532
788,190,865,434
1335,1041,1991,928
2176,355,2583,481
646,595,731,218
2193,427,2377,1113
730,345,909,454
1678,1945,2340,1291
525,93,544,301
2108,1764,2287,898
1454,577,1584,796
1157,724,1344,971
2020,743,1781,1699
446,304,940,262
1576,1370,1991,1165
657,350,779,398
1212,626,1414,317
1397,366,1648,318
1237,745,1577,2430
64,110,67,58
692,547,984,430
468,323,898,712
2997,856,3695,1151
1383,538,1675,1279
1215,483,1159,1055
1429,1107,1569,922
64,40,101,37
659,433,1054,644
550,183,1244,616
2136,985,2594,1114
610,569,311,77
2579,481,2857,2059
2769,1825,3006,1311
1025,522,1275,182
1010,1054,1620,972
895,476,880,267
577,317,660,367
422,519,458,100
1998,448,2399,644
3331,1509,3530,3255
1088,237,1456,818
934,154,1318,166
796,293,871,354
1068,769,1589,499
2267,959,2465,745
2240,1988,2680,1776
1743,364,1853,2245
2294,2895,2523,3547
1142,1115,1133,1696
1303,797,1499,1097
954,1050,1523,4333
1078,1087,1082,2912
904,1243,512,575
2742,1724,3217,4450
1788,3391,1929,1671
655,893,1307,1638
1972,2939,2701,3400
1086,1144,1479,1719
1019,2194,1007,1226
1270,1193,1755,1189
857,1382,1169,971
724,904,512,587
530,930,620,365
626,788,776,819
341,289,361,101
414,350,787,1417
3201,6061,4152,4209
7144,13951,8788,4988
3043,4866,4164,4936
973,745,1412,1516
1485,3294,1658,2046
1674,3972,2660,2438
1947,2586,2070,1084
1477,2636,2161,4175
1184,2408,1395,1164
279,497,537,462
3861,3677,4927,4948
1560,1521,1172,1124
4206,6594,5389,6960
1489,1937,1846,2804
2952,3064,3326,1476
3730,6008,3713,1478
347,503,325,215
937,559,1706,1898
889,1186,1251,1095
1775,1949,2256,2297
1972,3216,2551,3588
1493,1851,1951,1015
1339,941,1187,2009
725,1105,786,684
1469,2424,1763,875
1483,1248,1519,1023
558,901,582,1212
1435,1599,2545,2020
2712,2567,3570,3619
1683,2076,2696,1976
3688,6045,5205,5456
2367,2383,3290,5155
3035,2630,3764,7857
601,860,414,456
2098,1843,2541,2575
4966,6228,5663,10657
794,524,751,505
283,424,315,732
481,242,714,784
1871,1685,2178,2647
1672,2576,2531,2265
2664,4409,3950,4225
1240,2361,1486,1138
1896,1164,2770,1723
2116,3973,2882,3361
478,540,655,465
418,296,476,342
554,375,474,357
1002,1472,796,682
561,841,766,1710
817,1884,1150,1447
2218,2766,2379,3250
994,1037,1557,1819
388,309,692,836
583,719,488,518
874,1881,1112,2148
2245,1576,3026,3631
1447,1380,2037,2616
847,1169,1035,1191
1788,1054,2050,2926
2068,2562,2553,1469
2062,1402,2753,1644
4706,9912,5583,5570
3112,3186,3846,3802
1756,3633,2013,4251
1087,815,1289,1259
1289,2557,2088,1207
1482,1884,1835,2826
1076,2691,1562,2522
1399,1902,2106,778
3255,2102,3342,3662
1490,2518,1562,1075
3889,5004,1456,935
6001,11917,8635,8960
1232,2854,1765,3592
1858,2966,2975,2496
1391,1450,1717,2074
1556,3328,1447,1741
2513,4094,3382,3556
987,1241,1577,1869
4023,6139,4762,4665
1132,1105,1379,2247
497,185,552,253
2529,4847,3328,6344
2481,4380,2829,3718
1383,1203,1405,878
1878,2104,2030,1009
1048,245,1554,1734
2332,2115,2715,2113
1174,2676,1436,843
1297,1675,2045,1341
2487,1794,2742,9658
3190,3699,3688,4883
2411,3628,2864,4106
962,1276,1503,973
3655,4645,5129,2932
1186,1586,1618,829
742,1283,838,1363
1714,1977,2470,1633
1118,1916,1062,1392
1732,2362,1981,2781
2097,3352,2434,3734
500,798,498,927
2096,1743,2908,2635
1633,4886,2258,2221
1635,1760,1758,1706
2693,3342,2564,4840
3249,4902,4661,3662
915,573,1089,1142
3041,8394,3342,4754
1555,1673,1986,2396
95,167,185,187
3026,2510,2816,2907
2300,4612,2648,2807
1016,1712,1316,758
338,611,490,605
1532,2236,1917,2078
2451,5318,2875,3279
1047,1175,1264,1741
1000,1020,1640,988
2167,1787,2523,3409
1210,1298,1370,587
1272,1160,1303,367
1346,1151,1744,1008
2052,2012,2002,2437
322,236,471,455
683,2243,1345,2938
1351,1985,1569,629
1879,1865,2136,1984
877,853,868,1062
3297,2703,4073,4402
2312,1870,2402,1758
1148,1013,1878,1764
1375,1156,2079,1232
2976,1612,3744,2672
2410,2926,2894,3288
2391,3739,2869,3762
971,904,866,1284
1597,3201,1947,4998
1461,2386,1011,1589
2135,2441,2676,4507
526,229,860,477
2241,2804,2640,3281
5286,5117,7066,5273
2492,1813,3216,1624
4028,6451,4715,6404
385,620,613,380
1234,1252,1233,2643
657,1108,737,931
871,926,1110,1240
835,676,1522,2051
2183,3116,2548,1528
1414,1564,1108,1590
409,595,748,606
1549,2337,1541,2861
1079,656,1480,1729
2618,2677,3321,4080
569,550,588,416
1213,1651,1231,2023
3453,5464,4184,5861
342,244,329,331
1530,682,1731,1755
2024,1471,2686,1188
1752,1161,2414,2999
690,616,909,1493
1020,2379,1385,2630
632,500,774,929
336,598,474,298
1859,1413,1694,1089
795,547,925,860
723,1172,1812,2920
907,498,1279,1344
3047,5731,3601,2499
2424,2201,2308,3147
3046,4024,3511,1743
1693,1903,2345,1250
1635,4123,1917,2398
3396,3007,4503,3495
1252,1629,1441,550
1665,1095,2047,2367
3490,2872,4249,4441
3324,5834,3770,3939
1402,1745,1740,3568
682,595,850,980
780,1408,1068,485
1378,863,1796,414
2229,4120,2179,1414
676,1807,796,1331
2911,3076,3353,2355
1875,1750,2602,2068
1967,2221,2563,3855
2735,3171,3092,1641
1362,2475,2099,1689
1314,2160,1466,1573
508,1074,539,580
746,814,702,468
697,667,562,429
1274,611,1472,832
4302,5569,5273,7820
2647,2223,2809,2256
1935,3184,3036,2777
1379,2737,1032,1855
489,356,877,1322
1240,808,1459,1145
483,731,775,796
2280,1733,3199,2043
1565,1864,1701,1473
3015,1942,3422,4411
1995,4313,2455,3577
2173,2088,2917,3909
2367,1761,2554,2029
1979,3033,2349,2282
1765,1902,2483,3516
2008,4267,2315,4833
611,348,652,1403
1762,1558,2256,2138
5352,5548,6672,3291
2802,6425,3292,1593
1365,1259,1181,988
639,1321,671,1011
1038,1677,1021,849
1159,1349,1594,406
515,499,647,381
1103,2246,1180,1020
1176,2141,1277,1547
4999,4289,5846,10323
2374,2371,3258,3390
1100,1630,948,1408
817,1213,1059,1180
619,690,899,1767
903,2000,1008,1473
277,550,341,508
1482,1638,1646,966
1846,1185,2415,2933
1347,1908,1151,996
463,625,474,637
1876,1898,2091,2425
1542,1012,1770,2055
1142,966,1463,1728
3015,3562,3809,5962
3006,2704,3419,4435
1474,965,1912,1103
1051,1252,1434,1757
1750,1746,2331,2112
338,630,414,563
2914,2147,2815,1924
891,643,898,1303
849,2127,1215,1412
578,1293,803,1214
1085,975,1253,3456
1538,1557,1839,1697
2139,3301,2605,4415
903,1262,1076,559
1691,1256,1728,2151
1757,2356,2637,3852
1738,496,2183,1761
1382,1250,1523,1974
1930,2829,2187,3113
2630,1352,2998,3701
3378,6429,4585,4789
1813,179,2069,3586
3311,5407,3650,2725
2255,1938,3632,3665
1536,975,2218,2805
1112,2489,1268,791
1710,1712,2284,3252
1128,439,1565,1464
1737,1848,2973,6232
711,676,657,1090
3031,1646,3585,3109
991,1902,855,1395
855,1173,1239,734
713,263,639,534
2822,2092,2874,1757
752,605,690,895
1141,1163,1799,1750
288,451,313,423
2619,1259,3684,5873
839,1529,698,617
1233,1326,1361,1734
1255,700,1480,2291
2331,7151,3015,3822
1137,960,1325,1099
1268,1358,1086,1040
2572,3180,3235,5538
1701,2395,2151,4074
1498,2034,2548,4265
1145,1269,1628,2424
1133,2398,1869,1347
4754,5029,4652,6197
1107,1496,1293,1868
1160,1295,1799,1405
1034,2554,953,1037
780,1247,1223,1009
2718,1356,3429,4328
2521,3592,2805,3612
1437,1689,1212,1742
201,108,226,310
769,980,520,783
2395,2730,2361,2174
1717,1763,2024,2402
1582,806,1475,1228
3105,2029,3464,5192
897,591,669,581
905,952,1021,1297
1234,1655,1371,1953
1678,1509,2094,2123
1850,2407,2119,1550
2667,1855,3631,3915
1666,2623,1781,1298
3585,3334,4354,7499
3255,4675,4214,8285
1332,1414,1259,2250
1352,3391,1521,1255
575,689,588,541
1705,1952,2631,998
933,970,1112,1960
1511,750,1739,645
1822,3224,1786,2456
175,157,142,145
1824,4587,2752,5436
1046,1224,1223,1261
2243,1648,1891,4318
2343,3385,2730,2342
630,571,998,1578
1276,1459,1649,1270
1434,681,1915,2484
3202,1359,3540,3482
812,745,770,630
1207,741,2172,4132
2799,3209,3356,5711
2536,2708,2649,3893
1456,1869,1957,2046
2278,1916,2876,3184
433,430,890,700
2745,5942,2993,2821
1422,1561,1619,2576
495,886,939,951
2342,949,2674,2176
3054,3902,3268,2132
1822,3405,2407,2428
1468,791,2044,2455
217,286,563,321
2007,2219,2432,3211
1728,1243,2330,1464
678,666,866,1035
410,321,658,1326
2439,1391,1995,2203
970,1528,1262,1070
865,2699,1111,650
4062,7270,4307,3946
3887,8816,4971,7401
1283,1929,1646,1421
3127,2859,4376,1525
1674,862,1718,2191
1512,2339,1857,986
773,602,1004,915
2550,4350,3158,4113
3212,3703,3570,8790
1469,1327,1666,2704
1493,638,1425,1048
1874,4384,1871,953
509,421,664,1054
1249,1113,1423,1966
1577,2017,1714,1850
2120,1394,1914,2779
3344,4628,4219,6746
3072,3874,2987,2714
2726,5111,3613,5161
853,1146,1356,1844
1284,893,1375,1596
1529,4515,1931,3658
1932,3436,2304,4973
510,357,772,1079
3339,2217,3682,7827
350,97,714,790
2349,1549,3165,2017
558,482,950,874
1505,2095,2091,3646
539,1332,661,803
478,518,728,1576
8319,9456,8824,8072
1789,1416,2660,5000
2771,4684,3770,3554
4954,5140,5812,5230
1643,2690,1999,3786
2216,1523,2360,3361
719,1172,1052,761
1437,1372,1638,1546
4479,2746,6085,6067
1863,2232,2625,3562
2284,5975,3552,3507
198,132,425,205
1751,2163,2241,1021
5791,10026,7062,13536
1801,2652,1527,1258
437,291,1029,1760
1574,1114,1836,1446
3861,5078,4113,1153
1710,1677,2197,2037
460,645,715,774
1739,2573,1759,1090
3823,5063,3704,1006
940,1083,825,873
760,1094,838,1769
1140,1223,1702,1130
1859,1045,2041,1479
1976,2218,1751,2752
1624,2614,1860,2950
2554,1601,3295,6172
291,632,371,437
4032,3180,4600,3622
1756,1151,2123,4121
1060,604,1684,1486
919,1107,1123,1446
516,216,410,386
1515,1105,1676,1936
1484,2677,1911,1273
2017,1247,2453,3957
5628,6563,6465,8254
2549,3148,3091,3097
1014,808,1126,1706
458,430,482,842
951,1269,1230,2729
1487,3480,1486,3191
2462,1353,3152,5536
274,176,311,549
2145,1736,2473,2816
1335,931,1535,1700
2083,1393,2297,3223
1737,2236,1947,4581
4569,4344,4991,5084
472,614,710,1382
224,106,462,227
491,1231,562,939
3283,7162,3923,6657
1067,580,1740,2383
971,1112,758,1182
729,847,574,560
3727,3604,4823,2285
814,1698,1114,2234
1583,1457,1892,990
915,1205,1306,2163
639,130,888,466
1785,1793,2829,3287
2046,1008,2583,1971
1059,1869,1213,1761
968,955,846,862
513,215,752,874
993,917,1136,924
992,1739,1067,1811
1187,1253,798,375
1810,2838,1657,2852
1744,2769,2082,3399
550,697,591,582
2400,1495,2891,1763
1337,1636,1745,1406
617,1303,867,652
3394,4646,4079,4164
1832,3848,2380,1957
1565,1680,4286,1720
1300,2427,1594,1018
1480,990,1860,1224
3335,4524,4017,4566
75,164,131,175
1871,1787,1547,1085
2526,2612,2911,4090
578,590,1094,886
3333,5192,4134,3719
2975,3294,4200,9026
2229,3797,3308,5644
4816,7321,5468,4032
727,1009,446,473
492,598,622,536
1568,2104,1413,1902
697,523,864,560
1829,1638,2716,3881
2545,1787,2954,3471
1066,1687,817,704
403,170,468,478
1847,3505,2262,636
1069,969,1377,1436
1728,1535,2206,2910
1818,541,1766,2990
1307,1433,1603,1571
1924,1748,3096,3691
3715,3130,4812,6190
4108,3327,4796,7123
1079,1341,861,811
1406,843,1735,2363
874,850,1185,1983
1952,3562,2377,3151
1761,1182,2075,3919
882,819,1144,853
1537,2226,2162,2416
1987,2302,2525,2114
716,464,761,830
1350,1294,1401,1494
3364,5556,3939,5567
326,352,501,695
1912,2167,1811,2164
1012,879,997,910
1005,552,1301,1014
828,1605,1050,401
2541,1080,3031,3003
4107,3872,4451,4843
1777,1387,1989,2263
3782,6846,5866,9697
2354,2534,3275,1311
3512,5132,4257,6707
1800,2258,1747,2318
1155,1571,1762,1337
2309,2539,3192,3664
802,539,1037,1171
440,490,352,263
2514,3920,3307,1780
339,393,241,315
2346,3388,3157,2801
1475,1395,1406,755
1250,2506,965,1168
524,1578,610,221
1676,2388,1776,1405
2386,2138,2924,4066
482,662,441,297
1712,2075,2027,1784
1423,1153,2198,2440
658,1319,1223,733
803,416,1079,300
826,924,862,546
893,1334,1469,1613
1387,3237,1917,4219
1295,2056,1511,1385
1138,1655,1096,441
1596,1021,1897,1786
987,2047,1060,2024
2391,1780,2211,995
1874,1306,3084,7545
589,628,798,1236
655,1745,700,762
213,118,275,259
779,773,1062,588
1528,875,1441,1455
261,444,307,462
2182,5649,3394,5831
3062,2790,3327,2388
3288,5179,3424,3172
1188,170,1449,1718
730,683,1195,1440
1125,592,1566,3860
1656,1018,2089,4163
319,151,665,1028
2716,992,2441,2143
2803,3017,2999,1483
1276,533,1741,2758
1112,3734,1178,2386
828,839,509,888
946,1661,882,1099
2254,2727,3161,5253
165,227,216,21
1752,1357,1705,2439
2231,3686,2662,3741
1023,1353,1666,2264
1236,1980,1770,2012
1597,1115,1794,1102
979,1808,1330,1669
1519,1900,1865,1424
835,1492,1537,1108
4106,7265,4456,3202
415,196,871,1020
1700,1231,2250,2058
1426,1168,1407,1539
1810,3053,2289,2160
742,711,1176,2072
2198,2754,2626,4130
2167,2940,3015,5209
1303,1843,1423,2221
2616,2908,3204,2308
607,1456,904,1162
1989,1714,2545,2315
839,1893,965,1650
1235,1373,1809,1885
4084,4397,4592,4849
1294,1070,1264,2000
1564,1798,2363,2949
2409,5100,2856,1900
1198,1104,1281,1260
2641,7956,3477,3116
1279,2494,1685,2689
188,371,429,455
527,409,669,666
2305,3473,2785,4245
3050,6423,4311,10092
1762,2434,2058,2136
2210,2444,2332,2582
1549,1635,1737,1086
2794,2639,3850,2827
2927,2332,4118,4150
1743,1649,2342,5156
2977,1878,3443,3724
1168,1564,1517,3526
1692,1745,2274,2285
1123,921,1445,2424
1482,1533,1891,1239
2223,3050,3103,3116
4917,10584,5398,5673
1965,2535,1802,1334
3846,9162,4889,5408
1430,1061,1366,1184
2896,3593,2501,3731
1098,1940,1151,933
2447,2122,2639,3826
1079,1113,1380,1800
1083,530,1202,1404
2166,2491,2734,5476
631,443,590,958
1580,2213,1912,2518
2433,1860,3298,3917
2316,4039,2550,3946
790,625,1344,905
1656,2789,1740,1694
697,676,1060,1364
3091,2579,3959,4365
2209,1229,2949,2528
357,316,550,601
1125,3885,1281,1041
190,186,293,755
1384,1537,1066,994
3213,2326,3573,3613
1689,757,1900,967
1086,1359,1471,297
708,887,1075,799
2822,2041,3736,1843
2388,2613,3022,3965
2347,5215,2579,1009
3233,7000,4203,3825
1950,3838,2518,1777
2756,2668,3022,5716
1402,2449,1778,1003
3701,2541,3437,4924
993,1516,1546,1869
3749,6711,4028,9750
715,445,511,371
4108,7546,5178,3308
588,1137,561,435
2179,4849,2719,4519
724,1208,1388,1856
2231,3003,3141,5441
4191,3986,4376,3336
2131,1911,2212,1650
2510,1708,2295,3650
1542,3673,2420,2626
1128,2073,1500,1504
1468,3647,2528,1980
1433,1318,1605,3126
791,675,845,1055
1040,1379,1689,1910
1359,3022,1661,1815
450,671,516,347
1857,2962,2532,895
4133,3994,4564,5357
1131,1119,1171,792
845,1296,1183,875
1204,1498,1948,1722
1729,1498,2865,5147
1598,3406,1535,1900
929,922,1125,1843
988,1088,1412,949
1321,1682,1942,2880
2320,689,3572,3003
2119,3008,3047,4310
2003,899,2594,3229
2415,2276,3362,3558
2200,1812,2585,1946
3102,6500,3574,1483
1623,3301,2288,2969
864,230,1191,1694
1413,1479,1632,1121
2896,3380,3964,7072
1360,869,1454,1763
1156,1220,1367,1025
516,307,1114,1134
1075,2746,1179,2080
2130,5120,2997,1542
802,596,962,763
1617,1025,1952,1914
2014,2476,2473,2017
2322,3799,2487,2046
1091,956,1270,2177
710,1011,821,1771
2806,2491,3168,2314
2259,3390,2077,1425
453,530,521,225
1458,1090,1899,1771
1122,1421,1377,700
808,674,959,829
1438,1280,1807,2258
1069,831,1435,1566
529,457,737,504
3625,3726,3196,1688
1797,2692,1640,2654
718,585,575,1002
1010,1005,1202,1347
2405,2698,3025,3273
1188,2610,1264,1553
1091,758,1048,502
1045,1362,1186,832
1463,4016,1819,2276
588,976,1110,593
1200,3019,1931,2496
823,1752,1018,821
1421,1062,1850,2230
1772,3113,2085,1426
374,740,509,324
2138,6463,1920,2184
1766,3194,2516,2376
2894,7554,3333,5048
2920,2857,3197,1635
3511,5953,3581,4175
1529,1364,2522,2495
1404,2974,2312,1588
744,511,1320,1804
565,722,704,703
1423,1741,1613,1290
2568,5504,2684,760
3302,4512,3529,4129
2673,4919,2913,1738
892,747,1196,1257
1469,3220,2295,4220
2206,2312,2405,2508
1817,1669,2861,2388
2589,3620,2647,1551
794,523,942,830
4238,6210,5326,5155
1036,2202,1030,688
3077,2176,4071,3201
422,993,474,294
2220,3849,3028,2643
907,1575,955,517
2755,4595,2594,3880
365,336,686,1270
1203,1313,1216,1345
1906,3305,1675,662
880,1022,1089,579
562,452,509,432
1745,656,1359,2259
3673,2788,3661,5492
1985,2495,2711,3447
462,783,342,222
540,612,791,1132
827,968,904,2387
1124,844,1546,1372
5621,5047,8264,7675
1071,1597,786,950
1664,1170,2293,1557
1655,1665,2020,816
717,676,720,1216
1087,1445,1486,1702
3080,1461,3220,1955
3678,5504,3784,3183
3053,7274,3292,3504
710,465,748,929
888,832,1021,1209
2402,2266,2665,2186
1423,2145,1961,1739
1796,1378,2458,3145
1514,1717,1815,1942
1451,1595,1402,1167
1890,2229,2024,2240
1698,2543,2116,1199
2244,2560,3004,2290
2084,2879,2420,6957
985,726,1634,569
2486,1733,2962,1405
954,1282,959,1624
799,767,996,628
2880,4031,3947,9280
944,432,1167,1955
2996,8275,3604,5198
1360,1292,2179,2667
1399,832,1969,1895
3460,3071,1015,1604
2135,2831,2216,2134
1564,807,2487,2622
1409,2255,1512,2696
1258,1596,1332,1157
1517,1230,2184,2520
1165,1008,1347,1346
923,1117,1556,1726
2201,1691,2104,1183
652,571,907,257
283,486,463,464
1892,1959,2010,1802
1079,1847,1248,1666
1496,669,2244,1129
1296,1226,1174,784
356,346,104,192
2224,2696,2993,3160
3694,2991,4134,3867
930,1417,1260,1673
2674,3124,2985,3131
436,660,569,689
3139,3210,4065,8226
2986,5911,4034,4124
1136,1504,1808,1581
580,795,1003,634
1672,1199,2329,2665
2802,4074,3780,4036
6253,8483,7998,6579
4470,6117,5715,5484
3922,6687,4643,7536
1049,2079,1145,1668
5082,7999,5998,5401
2026,1812,2564,1845
1764,2159,2737,3037
475,511,439,594
2155,1545,2898,2690
2568,2595,2970,5103
2205,3626,2042,1393
1560,2880,1840,1535
1996,1719,3267,1554
1116,2490,1183,1661
597,1172,871,911
4996,10420,5636,3774
1339,2568,1864,1763
1250,616,1638,951
2142,3381,2243,3308
734,1053,768,504
922,1108,1876,2027
165,131,398,466
1474,2315,2866,4797
3646,2215,4144,1604
1323,1313,1473,1322
2809,3244,3678,2258
1231,1208,1775,509
1659,1513,2524,1585
543,1226,682,536
3244,5072,3523,4654
1268,1758,2267,3754
1830,2683,2002,3385
4571,7064,4885,4567
2918,2112,3275,5338
258,364,619,365
5998,10814,7034,2333
932,517,1281,3040
1842,3275,2008,1355
3048,6987,3141,4004
1013,1065,883,1098
1546,1399,2308,1467
2414,3288,3212,2966
1426,1032,1825,1121
1205,2000,1380,681
1157,2296,1006,630
1254,3362,1407,1471
2338,3657,2229,1877
1981,1047,2491,3463
1071,1769,1655,2035
330,435,432,584
1175,788,1623,802
629,991,620,542
835,1304,1221,2459
666,1101,739,969
2167,1300,2890,2783
2426,4235,2757,1509
1714,2535,2617,3616
1249,680,1610,2031
1692,1577,2231,1533
1079,1397,1764,2397
1639,3046,2241,2994
1205,1294,1269,2600
903,1452,1178,1085
2527,3489,3428,4064
2577,3793,2879,4492
2228,1965,3118,1432
997,459,949,927
1522,1068,1470,1833
2893,1964,2993,2369
3364,3880,4011,2808
350,607,806,1896
2190,3024,2176,2596
199,221,234,164
695,698,849,461
2206,2859,2735,2211
1084,332,1132,2565
1378,2070,1879,2389
1393,1858,1373,1088
786,882,714,517
2841,3949,4003,4325
1822,2012,2487,2620
1201,1631,1387,1726
3715,2915,4061,5523
1574,1857,1747,3076
1196,2505,1668,1769
2759,999,3447,1146
770,996,1015,1455
1127,1423,1054,1948
1008,1179,798,120
1327,1590,2186,2490
3555,3004,3869,2417
1952,1888,2337,3715
1627,1934,2252,2016
2103,2462,3027,4702
5287,14845,3842,3026
1194,1406,1261,508
2381,750,3048,8069
984,2028,821,1184
613,712,1167,1477
845,716,784,497
1036,1874,1178,1343
2959,1447,3780,3266
730,1460,1142,1759
1118,1263,1194,1185
2638,703,3412,3267
1192,1484,1605,1987
2258,3001,2274,2581
2151,1209,2304,3973
604,731,931,1170
2957,3025,4081,1985
1300,1642,2099,5599
1147,2159,1293,1890
789,1238,564,314
5012,7870,5398,1106
1963,1965,2420,2774
624,585,727,969
685,1022,1153,1260
3995,2917,4636,8194
855,460,1049,1652
1544,2647,1634,1779
664,735,631,637
398,401,645,332
2027,1034,2807,3928
2861,4194,3148,2306
887,892,937,828
1439,2107,2031,1729
1997,2914,2937,4159
1350,1906,1502,2361
2137,3142,2569,2566
1437,955,1795,1592
1196,771,1533,2528
5169,4577,4102,6344
1807,3144,2568,2219
2173,738,2909,5357
659,525,1126,366
2038,2187,2624,1385
3236,2924,5236,11954
1203,1924,2252,2174
1416,2739,1728,5035
912,977,1391,1328
1059,930,1354,728
429,730,747,671
799,422,1025,1681
1233,667,1590,1893
5841,6818,7128,6038
3682,5968,3984,6494
2146,2240,2512,1387
3172,3210,3383,6874
1478,4086,1974,3393
1077,842,1230,2425
2097,5037,1923,2250
1616,1546,1890,867
1091,1236,1292,1758
5531,3056,5913,2165
1668,1649,1778,2864
659,1137,1009,1272
1210,1819,1578,2716
2574,5287,2621,2227
1802,1999,2445,2187
224,319,423,561
2317,2235,2398,1568
1078,1282,1055,1729
415,456,478,406
721,1204,686,238
594,685,803,1327
1328,1799,1853,2091
2795,4425,3185,4801
879,1442,985,1802
1102,2222,1342,963
2366,2579,3237,9854
1503,2545,1981,1977
1535,1843,1844,1218
1567,2726,1632,1366
788,777,782,793
621,511,660,642
1480,1890,1720,1325
1258,1591,1744,1837
2192,2679,2532,3531
1463,857,1390,1751
2216,1015,2741,2987
962,1617,1285,1133
1076,1085,1212,1149
2376,2711,3611,5309
1614,1818,2238,2988
1569,1385,1742,1876
615,664,915,1885
2482,3310,3308,2161
1373,1289,1318,721
1521,1469,2381,1485
1792,950,1764,485
1252,763,1906,2793
1174,1158,1456,1740
2925,2600,3102,4166
1199,644,1419,1942
1231,953,1160,1088
2605,3570,2239,2070
1729,1454,1739,2210
870,364,1342,1721
780,730,1098,558
1256,1630,1333,1369
1901,3026,2581,1531
2187,4502,2220,1519
1756,1463,2097,2654
1863,1725,2690,2759
866,1950,1042,692
1868,3121,1834,2311
1837,2578,2084,1424
843,546,460,400
630,296,905,639
422,650,735,1431
2251,2640,2594,2772
2783,4177,3822,4211
555,596,540,593
1022,1045,1103,739
1247,902,1467,1989
1257,1703,1745,2157
629,1054,914,695
1698,2443,3005,1965
2495,2975,3487,5836
1653,2220,1970,2233
4017,6156,4178,4384
2129,928,2565,2905
989,1301,853,1029
2141,2682,2098,2046
1130,801,1699,2547
2211,2590,2505,2310
692,728,925,1302
1351,785,1895,1777
1816,2900,2298,1555
915,2311,1470,2681
650,613,1118,291
332,220,355,681
1332,2345,2240,1943
776,345,662,758
3657,3304,4358,3764
444,305,581,1168
1515,2240,1670,1953
335,606,435,420
1919,1907,2437,2613
2012,1680,2604,1085
2215,1265,2675,1763
1708,1462,1846,1486
2096,2304,2351,1494
490,110,503,412
987,639,1591,929
1868,2234,2163,5114
692,932,467,561
527,549,1037,462
1117,1234,1700,2235
1728,1415,2366,1187
1750,2471,2292,1794
2378,4224,2739,1191
3504,5851,4298,1693
2277,4661,1905,1905
1547,740,2025,1606
2173,1576,2994,3061
874,929,1473,853
701,925,1070,1539
640,662,666,334
370,650,270,316
1186,629,2100,2385
842,1067,1055,522
1792,1520,2232,1652
1235,1427,2121,1308
902,1824,1315,989
828,1086,703,824
